t,q_FL_abad,q_FL_thigh,q_FL_calf,q_FR_abad,q_FR_thigh,q_FR_calf,q_RL_abad,q_RL_thigh,q_RL_calf,q_RR_abad,q_RR_thigh,q_RR_calf,qdes_FL_abad,qdes_FL_thigh,qdes_FL_calf,qdes_FR_abad,qdes_FR_thigh,qdes_FR_calf,qdes_RL_abad,qdes_RL_thigh,qdes_RL_calf,qdes_RR_abad,qdes_RR_thigh,qdes_RR_calf,tau_FL_abad,tau_FL_thigh,tau_FL_calf,tau_FR_abad,tau_FR_thigh,tau_FR_calf,tau_RL_abad,tau_RL_thigh,tau_RL_calf,tau_RR_abad,tau_RR_thigh,tau_RR_calf,grav_z
13.4300,-0.40656,-0.04964,-0.68613,0.56818,-0.02972,-0.97448,-0.51039,0.44698,-1.26842,0.42941,0.41273,-0.86607,-0.40609,0.01371,-0.68641,0.57436,0.02512,-0.97451,-0.50761,0.47538,-1.27309,0.42941,0.43926,-0.86612,0.110,1.795,0.110,0.330,1.209,-0.110,-0.037,0.403,-0.037,-0.110,0.110,-0.037,-0.9998
13.4350,-0.40649,-0.04883,-0.68618,0.56789,-0.02876,-0.97439,-0.51042,0.44852,-1.26831,0.42941,0.41514,-0.86609,-0.40609,0.01477,-0.68641,0.57436,0.02617,-0.97451,-0.50761,0.47644,-1.27309,0.42941,0.44032,-0.86612,0.037,1.795,0.110,0.330,1.282,-0.110,-0.037,0.476,-0.037,-0.183,0.183,-0.110,-0.9998
13.4400,-0.40638,-0.04810,-0.68618,0.56778,-0.02781,-0.97439,-0.51050,0.45016,-1.26834,0.42941,0.41726,-0.86601,-0.40609,0.01574,-0.68641,0.57436,0.02715,-0.97451,-0.50761,0.47741,-1.27309,0.42941,0.44129,-0.86612,0.183,1.795,0.037,0.330,1.282,-0.110,-0.037,0.476,-0.037,-0.110,0.183,-0.183,-0.9998
13.4450,-0.40649,-0.04744,-0.68618,0.56749,-0.02712,-0.97439,-0.51042,0.45188,-1.26842,0.42952,0.41872,-0.86607,-0.40609,0.01665,-0.68641,0.57436,0.02805,-0.97451,-0.50761,0.47832,-1.27309,0.42941,0.44220,-0.86612,0.037,1.795,0.110,0.256,1.282,-0.110,-0.037,0.476,-0.110,-0.110,0.183,0.037,-0.9998
13.4500,-0.40638,-0.04737,-0.68618,0.56745,-0.02643,-0.97439,-0.51050,0.45312,-1.26834,0.42941,0.41920,-0.86601,-0.40609,0.01748,-0.68641,0.57436,0.02888,-0.97451,-0.50761,0.47914,-1.27309,0.42941,0.44302,-0.86612,0.037,1.868,0.110,0.330,1.282,-0.110,-0.037,0.476,-0.110,-0.037,0.183,-0.037,-0.9998
13.4550,-0.40642,-0.04668,-0.68618,0.56738,-0.02588,-0.97439,-0.51050,0.45429,-1.26831,0.42941,0.42077,-0.86607,-0.40609,0.01823,-0.68641,0.57436,0.02963,-0.97451,-0.50761,0.47990,-1.27309,0.42941,0.44377,-0.86612,0.110,1.868,0.110,0.330,1.355,-0.110,-0.037,0.476,-0.037,-0.037,0.183,-0.037,-0.9998
13.4600,-0.40638,-0.04624,-0.68618,0.56738,-0.02511,-0.97439,-0.51050,0.45528,-1.26842,0.42952,0.42102,-0.86601,-0.40609,0.01890,-0.68641,0.57436,0.03030,-0.97451,-0.50761,0.48057,-1.27309,0.42941,0.44445,-0.86612,0.183,1.868,0.110,0.256,1.429,-0.110,-0.037,0.403,0.037,-0.037,0.183,0.037,-0.9998
13.4650,-0.40642,-0.04609,-0.68618,0.56738,-0.02485,-0.97439,-0.51057,0.45678,-1.26834,0.42941,0.42281,-0.86601,-0.40609,0.01949,-0.68641,0.57436,0.03090,-0.97451,-0.50761,0.48116,-1.27309,0.42941,0.44504,-0.86612,0.037,1.868,0.110,0.330,1.355,-0.110,-0.037,0.403,-0.110,-0.037,0.183,0.037,-0.9998
13.4700,-0.40649,-0.04554,-0.68618,0.56738,-0.02442,-0.97439,-0.51050,0.45802,-1.26842,0.42952,0.42442,-0.86601,-0.40609,0.02001,-0.68641,0.57436,0.03141,-0.97451,-0.50761,0.48168,-1.27309,0.42941,0.44556,-0.86612,0.183,1.941,0.110,0.330,1.429,-0.110,0.037,0.476,-0.037,-0.037,0.256,-0.037,-0.9998
13.4750,-0.40638,-0.04514,-0.68618,0.56738,-0.02405,-0.97439,-0.51057,0.45948,-1.26842,0.42941,0.42570,-0.86601,-0.40609,0.02045,-0.68641,0.57436,0.03185,-0.97451,-0.50761,0.48212,-1.27309,0.42941,0.44600,-0.86612,0.183,1.941,0.110,0.330,1.429,-0.110,0.037,0.403,-0.037,-0.110,0.183,-0.037,-0.9998
13.4800,-0.40642,-0.04478,-0.68618,0.56749,-0.02361,-0.97442,-0.51050,0.46014,-1.26842,0.42941,0.42599,-0.86601,-0.40609,0.02081,-0.68641,0.57436,0.03221,-0.97451,-0.50761,0.48248,-1.27309,0.42941,0.44636,-0.86612,0.110,1.941,0.037,0.330,1.429,-0.110,-0.037,0.403,-0.037,-0.037,0.183,-0.037,-0.9998
13.4850,-0.40638,-0.04470,-0.68618,0.56738,-0.02328,-0.97442,-0.51050,0.46175,-1.26834,0.42934,0.42738,-0.86601,-0.40609,0.02109,-0.68641,0.57436,0.03249,-0.97451,-0.50761,0.48276,-1.27309,0.42941,0.44664,-0.86612,0.037,1.941,0.110,0.330,1.429,-0.110,-0.037,0.403,-0.037,-0.183,0.183,-0.037,-0.9998
13.4900,-0.40645,-0.04430,-0.68618,0.56738,-0.02273,-0.97439,-0.51042,0.46343,-1.26837,0.42923,0.42877,-0.86601,-0.40609,0.02129,-0.68641,0.57436,0.03269,-0.97451,-0.50761,0.48296,-1.27309,0.42941,0.44683,-0.86612,0.183,1.941,0.037,0.256,1.429,-0.110,-0.037,0.403,-0.037,-0.110,0.183,-0.110,-0.9998
13.4950,-0.40642,-0.04393,-0.68618,0.56749,-0.02248,-0.97442,-0.51050,0.46431,-1.26831,0.42923,0.42877,-0.86601,-0.40609,0.02141,-0.68641,0.57436,0.03281,-0.97451,-0.50761,0.48308,-1.27309,0.42941,0.44695,-0.86612,0.110,1.941,0.037,0.330,1.429,-0.110,-0.037,0.403,-0.110,-0.037,0.183,-0.110,-0.9998
13.5000,-0.40642,-0.04393,-0.68613,0.56749,-0.02229,-0.97445,-0.51042,0.46504,-1.26834,0.42923,0.43042,-0.86601,-0.40609,0.02145,-0.68641,0.57436,0.03285,-0.97451,-0.50761,0.48312,-1.27309,0.42941,0.44699,-0.86612,0.037,2.015,0.110,0.330,1.502,-0.110,0.037,0.330,-0.110,-0.037,0.183,-0.037,-0.9998
13.5050,-0.40638,-0.04372,-0.68613,0.56749,-0.02193,-0.97439,-0.51057,0.46628,-1.26834,0.42894,0.43104,-0.86601,-0.40609,0.02141,-0.68641,0.57436,0.03281,-0.97451,-0.50761,0.48308,-1.27309,0.42941,0.44695,-0.86612,0.183,2.015,0.110,0.330,1.429,-0.037,-0.037,0.330,-0.037,-0.037,0.183,-0.256,-0.9998
13.5100,-0.40642,-0.04350,-0.68618,0.56745,-0.02160,-0.97439,-0.51050,0.46723,-1.26834,0.42897,0.43210,-0.86601,-0.40609,0.02129,-0.68641,0.57436,0.03269,-0.97451,-0.50761,0.48296,-1.27309,0.42941,0.44683,-0.86612,0.037,2.015,0.110,0.330,1.502,-0.110,-0.037,0.403,-0.110,-0.037,0.183,-0.110,-0.9998
13.5150,-0.40631,-0.04357,-0.68618,0.56738,-0.02142,-0.97439,-0.51050,0.46804,-1.26834,0.42879,0.43228,-0.86601,-0.40609,0.02109,-0.68641,0.57436,0.03249,-0.97451,-0.50761,0.48276,-1.27309,0.42941,0.44664,-0.86612,0.037,2.015,0.110,0.330,1.502,-0.110,-0.037,0.403,-0.037,-0.110,0.183,-0.037,-0.9998
13.5200,-0.40612,-0.04346,-0.68618,0.56738,-0.02131,-0.97439,-0.51050,0.46859,-1.26842,0.42864,0.43287,-0.86595,-0.40609,0.02081,-0.68641,0.57436,0.03221,-0.97451,-0.50761,0.48248,-1.27309,0.42941,0.44636,-0.86612,0.110,2.088,0.110,0.330,1.575,-0.110,-0.037,0.403,-0.110,-0.037,0.256,-0.037,-0.9998
13.5250,-0.40609,-0.04339,-0.68618,0.56727,-0.02116,-0.97439,-0.51050,0.46902,-1.26842,0.42861,0.43338,-0.86601,-0.40609,0.02045,-0.68641,0.57436,0.03185,-0.97451,-0.50761,0.48212,-1.27309,0.42941,0.44600,-0.86612,0.037,2.015,0.110,0.330,1.502,-0.110,-0.037,0.403,-0.037,-0.110,0.183,-0.110,-0.9998
13.5300,-0.40609,-0.04339,-0.68618,0.56738,-0.02105,-0.97439,-0.51057,0.46957,-1.26842,0.42864,0.43363,-0.86601,-0.40609,0.02001,-0.68641,0.57436,0.03141,-0.97451,-0.50761,0.48168,-1.27309,0.42941,0.44556,-0.86612,0.037,2.015,0.110,0.256,1.502,-0.110,0.037,0.403,-0.037,-0.037,0.256,-0.110,-0.9998
13.5350,-0.40609,-0.04339,-0.68613,0.56738,-0.02094,-0.97439,-0.51050,0.46990,-1.26842,0.42864,0.43371,-0.86607,-0.40609,0.01949,-0.68641,0.57436,0.03090,-0.97451,-0.50761,0.48116,-1.27309,0.42941,0.44504,-0.86612,0.037,2.015,0.110,0.330,1.502,-0.037,-0.037,0.476,-0.037,-0.037,0.183,-0.256,-0.9998
13.5400,-0.40602,-0.04339,-0.68618,0.56727,-0.02072,-0.97439,-0.51057,0.47012,-1.26837,0.42857,0.43389,-0.86607,-0.40609,0.01890,-0.68641,0.57436,0.03030,-0.97451,-0.50761,0.48057,-1.27309,0.42941,0.44445,-0.86612,0.183,1.941,0.110,0.330,1.502,-0.110,-0.037,0.403,-0.037,-0.110,0.256,-0.037,-0.9998
13.5450,-0.40591,-0.04339,-0.68618,0.56731,-0.02069,-0.97442,-0.51050,0.47019,-1.26842,0.42857,0.43382,-0.86607,-0.40609,0.01823,-0.68641,0.57436,0.02963,-0.97451,-0.50761,0.47990,-1.27309,0.42941,0.44377,-0.86612,0.037,2.015,0.110,0.330,1.502,-0.110,-0.037,0.403,-0.037,-0.037,0.256,-0.110,-0.9998
13.5500,-0.40591,-0.04331,-0.68618,0.56727,-0.02069,-0.97448,-0.51050,0.47023,-1.26842,0.42864,0.43382,-0.86607,-0.40609,0.01748,-0.68641,0.57436,0.02888,-0.97451,-0.50761,0.47914,-1.27309,0.42941,0.44302,-0.86612,0.037,2.015,0.037,0.330,1.429,-0.110,-0.037,0.403,-0.037,-0.037,0.183,-0.256,-0.9998
13.5550,-0.40591,-0.04339,-0.68618,0.56716,-0.02069,-0.97442,-0.51050,0.47023,-1.26834,0.42857,0.43371,-0.86607,-0.40609,0.01665,-0.68641,0.57436,0.02805,-0.97451,-0.50761,0.47832,-1.27309,0.42941,0.44220,-0.86612,0.110,1.941,0.110,0.330,1.429,-0.110,-0.037,0.403,-0.037,-0.037,0.256,-0.110,-0.9998
13.5600,-0.40594,-0.04339,-0.68613,0.56720,-0.02069,-0.97431,-0.51042,0.47012,-1.26831,0.42857,0.43371,-0.86607,-0.40609,0.01574,-0.68641,0.57436,0.02715,-0.97451,-0.50761,0.47741,-1.27309,0.42941,0.44129,-0.86612,0.037,1.868,0.110,0.330,1.429,-0.110,-0.037,0.403,-0.110,-0.110,0.183,-0.183,-0.9998
13.5650,-0.40591,-0.04328,-0.68613,0.56716,-0.02091,-0.97439,-0.51042,0.47001,-1.26842,0.42857,0.43363,-0.86607,-0.40609,0.01477,-0.68641,0.57436,0.02617,-0.97451,-0.50761,0.47644,-1.27309,0.42941,0.44032,-0.86612,0.037,1.941,0.110,0.330,1.429,-0.037,-0.037,0.403,-0.037,-0.037,0.183,-0.037,-0.9998
13.5700,-0.40591,-0.04346,-0.68618,0.56709,-0.02080,-0.97439,-0.51042,0.46990,-1.26834,0.42857,0.43356,-0.86601,-0.40609,0.01371,-0.68641,0.57436,0.02512,-0.97451,-0.50761,0.47538,-1.27309,0.42941,0.43926,-0.86612,0.037,1.941,0.037,0.330,1.355,-0.037,-0.037,0.330,-0.037,-0.037,0.183,-0.037,-0.9998
13.5750,-0.40591,-0.04346,-0.68613,0.56709,-0.02091,-0.97439,-0.51042,0.46968,-1.26834,0.42857,0.43323,-0.86607,-0.40609,0.01259,-0.68641,0.57436,0.02399,-0.97451,-0.50761,0.47426,-1.27309,0.42941,0.43814,-0.86612,0.183,1.868,0.037,0.330,1.282,-0.183,-0.037,0.330,-0.037,-0.037,0.183,-0.110,-0.9998
13.5800,-0.40583,-0.04357,-0.68618,0.56716,-0.02091,-0.97439,-0.51042,0.46946,-1.26837,0.42857,0.43323,-0.86601,-0.40609,0.01139,-0.68641,0.57436,0.02279,-0.97451,-0.50761,0.47306,-1.27309,0.42941,0.43694,-0.86612,0.110,1.868,0.037,0.330,1.355,-0.110,0.037,0.330,0.037,-0.037,0.183,0.037,-0.9998
13.5850,-0.40591,-0.04350,-0.68618,0.56709,-0.02080,-0.97439,-0.51042,0.46913,-1.26842,0.42857,0.43305,-0.86601,-0.40609,0.01011,-0.68641,0.57436,0.02152,-0.97451,-0.50761,0.47178,-1.27309,0.42941,0.43566,-0.86612,0.037,1.795,0.037,0.256,1.282,-0.110,-0.037,0.330,0.037,-0.037,0.183,-0.256,-0.9998
13.5900,-0.40591,-0.04368,-0.68618,0.56709,-0.02098,-0.97439,-0.51050,0.46891,-1.26837,0.42853,0.43243,-0.86601,-0.40609,0.00877,-0.68641,0.57436,0.02018,-0.97451,-0.50761,0.47044,-1.27309,0.42941,0.43432,-0.86612,0.110,1.868,0.037,0.256,1.209,-0.110,-0.037,0.330,-0.037,-0.037,0.183,-0.037,-0.9998
13.5950,-0.40594,-0.04372,-0.68618,0.56709,-0.02098,-0.97439,-0.51039,0.46866,-1.26831,0.42857,0.43210,-0.86601,-0.40609,0.00736,-0.68641,0.57436,0.01876,-0.97451,-0.50761,0.46903,-1.27309,0.42941,0.43291,-0.86612,0.037,1.722,0.037,0.256,1.209,-0.110,-0.037,0.330,-0.037,-0.037,0.110,-0.037,-0.9998
13.6000,-0.40598,-0.04379,-0.68610,0.56716,-0.02105,-0.97439,-0.51039,0.46826,-1.26842,0.42850,0.43210,-0.86601,-0.40609,0.00588,-0.68641,0.57436,0.01728,-0.97451,-0.50761,0.46755,-1.27309,0.42941,0.43143,-0.86612,0.037,1.722,0.037,0.330,1.209,-0.110,-0.037,0.256,-0.037,-0.110,0.110,-0.110,-0.9998
13.6050,-0.40583,-0.04393,-0.68613,0.56716,-0.02123,-0.97439,-0.51039,0.46793,-1.26837,0.42853,0.43141,-0.86601,-0.40609,0.00433,-0.68641,0.57436,0.01573,-0.97451,-0.50761,0.46600,-1.27309,0.42941,0.42988,-0.86612,0.183,1.722,0.110,0.330,1.209,-0.110,-0.037,0.256,-0.110,-0.110,0.037,-0.037,-0.9998
13.6100,-0.40594,-0.04401,-0.68613,0.56716,-0.02131,-0.97442,-0.51042,0.46731,-1.26842,0.42857,0.43086,-0.86607,-0.40609,0.00272,-0.68641,0.57436,0.01412,-0.97451,-0.50761,0.46438,-1.27309,0.42941,0.42826,-0.86612,0.037,1.648,0.037,0.256,1.136,-0.110,-0.037,0.256,-0.110,-0.037,0.037,-0.256,-0.9998
13.6150,-0.40591,-0.04408,-0.68610,0.56716,-0.02149,-0.97439,-0.51039,0.46687,-1.26834,0.42857,0.43038,-0.86607,-0.40609,0.00104,-0.68641,0.57436,0.01244,-0.97451,-0.50761,0.46270,-1.27309,0.42941,0.42658,-0.86612,0.037,1.575,0.037,0.330,1.062,-0.110,-0.037,0.183,-0.037,-0.037,0.037,-0.183,-0.9998
13.6200,-0.40583,-0.04419,-0.68618,0.56716,-0.02167,-0.97431,-0.51039,0.46635,-1.26834,0.42853,0.43016,-0.86601,-0.40609,-0.00071,-0.68641,0.57436,0.01070,-0.97451,-0.50761,0.46096,-1.27309,0.42941,0.42484,-0.86612,0.037,1.575,0.110,0.330,1.062,-0.183,-0.037,0.183,-0.037,-0.110,0.037,0.037,-0.9998
13.6250,-0.40583,-0.04441,-0.68613,0.56720,-0.02175,-0.97439,-0.51042,0.46570,-1.26837,0.42857,0.42940,-0.86601,-0.40609,-0.00251,-0.68641,0.57436,0.00889,-0.97451,-0.50761,0.45916,-1.27309,0.42941,0.42304,-0.86612,0.037,1.575,0.110,0.330,0.989,-0.110,-0.037,0.110,-0.037,-0.037,0.037,-0.037,-0.9998
13.6300,-0.40583,-0.04463,-0.68613,0.56720,-0.02193,-0.97439,-0.51042,0.46515,-1.26842,0.42850,0.42870,-0.86607,-0.40609,-0.00438,-0.68641,0.57436,0.00702,-0.97451,-0.50761,0.45729,-1.27309,0.42941,0.42117,-0.86612,0.037,1.429,0.110,0.330,0.916,-0.110,-0.037,0.183,-0.037,-0.037,-0.037,-0.110,-0.9998
13.6350,-0.40583,-0.04485,-0.68618,0.56716,-0.02218,-0.97439,-0.51042,0.46456,-1.26837,0.42850,0.42808,-0.86607,-0.40609,-0.00631,-0.68641,0.57436,0.00510,-0.97451,-0.50761,0.45536,-1.27309,0.42941,0.41924,-0.86612,0.037,1.429,0.110,0.330,0.989,-0.110,-0.037,0.110,-0.037,-0.037,-0.037,-0.110,-0.9998
13.6400,-0.40591,-0.04514,-0.68613,0.56727,-0.02248,-0.97439,-0.51039,0.46376,-1.26834,0.42846,0.42757,-0.86607,-0.40609,-0.00829,-0.68641,0.57436,0.00312,-0.97451,-0.50761,0.45338,-1.27309,0.42941,0.41726,-0.86612,0.037,1.429,0.110,0.330,0.916,-0.110,-0.037,0.110,0.037,-0.110,-0.037,-0.110,-0.9998
13.6450,-0.40591,-0.04547,-0.68613,0.56727,-0.02281,-0.97442,-0.51039,0.46325,-1.26842,0.42846,0.42658,-0.86609,-0.40609,-0.01033,-0.68641,0.57436,0.00108,-0.97451,-0.50761,0.45134,-1.27309,0.42941,0.41522,-0.86612,0.037,1.429,0.110,0.330,0.916,-0.110,-0.037,0.110,-0.110,-0.110,-0.183,-0.256,-0.9998
13.6500,-0.40594,-0.04584,-0.68618,0.56738,-0.02317,-0.97439,-0.51039,0.46237,-1.26842,0.42850,0.42570,-0.86601,-0.40609,-0.01242,-0.68641,0.57436,-0.00102,-0.97451,-0.50761,0.44925,-1.27309,0.42941,0.41313,-0.86612,0.110,1.282,0.037,0.330,0.842,-0.110,-0.037,0.110,0.037,-0.037,-0.110,-0.037,-0.9998
13.6550,-0.40598,-0.04617,-0.68618,0.56738,-0.02368,-0.97439,-0.51039,0.46120,-1.26831,0.42850,0.42508,-0.86601,-0.40609,-0.01457,-0.68641,0.57436,-0.00317,-0.97451,-0.50761,0.44710,-1.27309,0.42941,0.41098,-0.86612,0.037,1.282,0.037,0.330,0.696,-0.110,-0.037,0.110,-0.037,-0.037,-0.110,-0.037,-0.9998
13.6600,-0.40591,-0.04653,-0.68613,0.56738,-0.02412,-0.97439,-0.51039,0.46025,-1.26834,0.42850,0.42457,-0.86607,-0.40609,-0.01677,-0.68641,0.57436,-0.00536,-0.97451,-0.50761,0.44490,-1.27309,0.42941,0.40878,-0.86612,0.037,1.282,0.037,0.330,0.769,-0.110,-0.037,0.037,-0.037,-0.110,-0.183,-0.110,-0.9998
13.6650,-0.40591,-0.04708,-0.68618,0.56749,-0.02456,-0.97439,-0.51039,0.45963,-1.26842,0.42846,0.42333,-0.86601,-0.40609,-0.01902,-0.68641,0.57436,-0.00761,-0.97451,-0.50761,0.44265,-1.27309,0.42941,0.40653,-0.86612,0.110,1.136,0.110,0.256,0.769,-0.110,-0.037,0.037,-0.037,-0.110,-0.183,0.110,-0.9998
13.6700,-0.40591,-0.04748,-0.68618,0.56749,-0.02511,-0.97442,-0.51042,0.45802,-1.26837,0.42853,0.42227,-0.86607,-0.40609,-0.02131,-0.68641,0.57436,-0.00991,-0.97451,-0.50761,0.44036,-1.27309,0.42941,0.40424,-0.86612,0.037,1.209,0.110,0.256,0.696,-0.110,-0.037,0.037,-0.037,-0.110,-0.110,-0.256,-0.9998
13.6750,-0.40591,-0.04785,-0.68618,0.56760,-0.02555,-0.97439,-0.51039,0.45678,-1.26831,0.42857,0.42164,-0.86601,-0.40609,-0.02365,-0.68641,0.57436,-0.01225,-0.97451,-0.50761,0.43802,-1.27309,0.42941,0.40190,-0.86612,0.037,1.136,0.110,0.256,0.623,-0.110,-0.037,-0.037,-0.037,-0.037,-0.256,-0.256,-0.9998
13.6800,-0.40602,-0.04847,-0.68618,0.56771,-0.02617,-0.97445,-0.51042,0.45528,-1.26837,0.42846,0.42047,-0.86607,-0.40609,-0.02604,-0.68641,0.57436,-0.01463,-0.97451,-0.50761,0.43563,-1.27309,0.42941,0.39951,-0.86612,0.110,1.062,0.110,0.330,0.549,-0.037,-0.037,0.037,-0.037,-0.037,-0.256,0.037,-0.9998
13.6850,-0.40591,-0.04894,-0.68618,0.56778,-0.02668,-0.97442,-0.51039,0.45363,-1.26834,0.42850,0.41920,-0.86609,-0.40609,-0.02846,-0.68641,0.57436,-0.01706,-0.97451,-0.50761,0.43321,-1.27309,0.42941,0.39709,-0.86612,0.037,1.062,0.110,0.256,0.476,-0.110,-0.037,0.110,-0.037,-0.110,-0.330,-0.110,-0.9998
13.6900,-0.40598,-0.04945,-0.68618,0.56789,-0.02712,-0.97442,-0.51042,0.45188,-1.26831,0.42879,0.41792,-0.86612,-0.40609,-0.03093,-0.68641,0.57436,-0.01953,-0.97451,-0.50761,0.43074,-1.27309,0.42941,0.39462,-0.86612,0.110,0.989,0.110,0.256,0.476,-0.110,-0.037,0.110,0.037,-0.110,-0.330,-0.110,-0.9998
13.6950,-0.40602,-0.05008,-0.68618,0.56800,-0.02763,-0.97442,-0.51042,0.45005,-1.26831,0.42916,0.41711,-0.86601,-0.40609,-0.03344,-0.68641,0.57436,-0.02203,-0.97451,-0.50761,0.42823,-1.27309,0.42941,0.39211,-0.86612,0.110,0.916,0.110,0.330,0.403,-0.110,-0.037,0.037,-0.110,-0.110,-0.330,0.037,-0.9998
13.7000,-0.40602,-0.05062,-0.68627,0.56807,-0.02833,-0.97442,-0.51042,0.44884,-1.26831,0.42930,0.41503,-0.86607,-0.40609,-0.03598,-0.68641,0.57436,-0.02457,-0.97451,-0.50761,0.42569,-1.27309,0.42941,0.38957,-0.86612,0.037,0.916,0.110,0.330,0.403,-0.110,-0.037,0.110,-0.037,-0.183,-0.256,0.037,-0.9998
13.7050,-0.40602,-0.05103,-0.68627,0.56822,-0.02884,-0.97439,-0.51050,0.44607,-1.26834,0.42952,0.41335,-0.86609,-0.40609,-0.03855,-0.68641,0.57436,-0.02715,-0.97451,-0.50761,0.42312,-1.27309,0.42941,0.38700,-0.86612,0.037,0.842,0.110,0.183,0.330,-0.110,-0.037,0.110,0.037,-0.183,-0.256,-0.037,-0.9998
13.7100,-0.40602,-0.05165,-0.68618,0.56829,-0.02946,-0.97439,-0.51050,0.44387,-1.26831,0.42989,0.41262,-0.86612,-0.40609,-0.04116,-0.68641,0.57436,-0.02975,-0.97451,-0.50761,0.42051,-1.27309,0.42941,0.38439,-0.86612,0.037,0.842,0.110,0.256,0.330,-0.110,-0.037,0.110,-0.037,-0.183,-0.256,-0.110,-0.9998
13.7150,-0.40602,-0.05234,-0.68618,0.56851,-0.03023,-0.97439,-0.51042,0.44157,-1.26831,0.43018,0.40991,-0.86607,-0.40609,-0.04380,-0.68641,0.57436,-0.03239,-0.97451,-0.50761,0.41787,-1.27309,0.42941,0.38175,-0.86612,0.110,0.769,0.110,0.183,0.183,-0.110,-0.037,0.110,-0.037,-0.183,-0.256,-0.110,-0.9998
13.7200,-0.40598,-0.05264,-0.68618,0.56870,-0.03078,-0.97439,-0.51042,0.43974,-1.26831,0.43025,0.40753,-0.86612,-0.40609,-0.04646,-0.68641,0.57436,-0.03506,-0.97451,-0.50761,0.41521,-1.27309,0.42941,0.37909,-0.86612,0.037,0.696,0.037,0.256,0.183,-0.037,-0.037,0.110,-0.037,-0.183,-0.183,0.037,-0.9998
13.7250,-0.40591,-0.05381,-0.68618,0.56892,-0.03147,-0.97439,-0.51050,0.43696,-1.26822,0.43062,0.40651,-0.86612,-0.40609,-0.04915,-0.68641,0.57436,-0.03775,-0.97451,-0.50761,0.41252,-1.27309,0.42941,0.37640,-0.86612,0.037,0.696,0.037,0.183,0.110,-0.110,-0.037,0.110,-0.037,-0.183,-0.110,0.037,-0.9998
13.7300,-0.40583,-0.05498,-0.68618,0.56913,-0.03209,-0.97439,-0.51039,0.43499,-1.26831,0.43098,0.40293,-0.86607,-0.40609,-0.05186,-0.68641,0.57436,-0.04046,-0.97451,-0.50761,0.40981,-1.27309,0.42941,0.37369,-0.86612,0.110,0.623,0.110,0.183,0.110,-0.110,-0.037,0.183,-0.037,-0.183,-0.110,-0.037,-0.9998
13.7350,-0.40583,-0.05578,-0.68618,0.56921,-0.03293,-0.97439,-0.51042,0.43181,-1.26831,0.43102,0.39924,-0.86612,-0.40609,-0.05460,-0.68641,0.57436,-0.04319,-0.97451,-0.50761,0.40707,-1.27309,0.42941,0.37095,-0.86612,0.183,0.549,0.037,0.183,0.037,-0.110,-0.037,0.183,-0.037,-0.183,-0.037,-0.256,-0.9998
13.7400,-0.40572,-0.05677,-0.68627,0.56950,-0.03399,-0.97439,-0.51042,0.42936,-1.26831,0.43109,0.39668,-0.86609,-0.40609,-0.05735,-0.68641,0.57436,-0.04595,-0.97451,-0.50761,0.40432,-1.27309,0.42941,0.36820,-0.86612,0.037,0.549,0.037,0.183,-0.037,-0.110,-0.037,0.110,-0.110,-0.110,-0.110,-0.110,-0.9998
13.7450,-0.40583,-0.05732,-0.68627,0.56983,-0.03476,-0.97439,-0.51042,0.42687,-1.26831,0.43117,0.39569,-0.86612,-0.40609,-0.06012,-0.68641,0.57436,-0.04872,-0.97451,-0.50761,0.40154,-1.27309,0.42941,0.36542,-0.86612,0.037,0.476,0.110,0.183,-0.037,-0.110,-0.037,0.183,-0.110,-0.110,-0.110,0.110,-0.9998
13.7500,-0.40572,-0.05863,-0.68624,0.57005,-0.03571,-0.97442,-0.51039,0.42413,-1.26831,0.43117,0.39222,-0.86612,-0.40609,-0.06291,-0.68641,0.57436,-0.05151,-0.97451,-0.50761,0.39876,-1.27309,0.42941,0.36264,-0.86612,0.110,0.476,0.110,0.110,-0.037,-0.110,-0.037,0.183,-0.110,-0.110,-0.183,-0.037,-0.9998
13.7550,-0.40572,-0.05881,-0.68618,0.57038,-0.03666,-0.97448,-0.51050,0.42157,-1.26822,0.43124,0.38914,-0.86607,-0.40609,-0.06571,-0.68641,0.57436,-0.05430,-0.97451,-0.50761,0.39596,-1.27309,0.42941,0.35984,-0.86612,0.037,0.476,0.110,0.110,-0.183,-0.110,-0.037,0.110,-0.037,-0.183,-0.183,-0.110,-0.9998
13.7600,-0.40572,-0.06035,-0.68624,0.57052,-0.03772,-0.97439,-0.51050,0.41920,-1.26831,0.43109,0.38677,-0.86612,-0.40609,-0.06852,-0.68641,0.57436,-0.05711,-0.97451,-0.50761,0.39315,-1.27309,0.42941,0.35703,-0.86612,0.037,0.549,0.037,0.183,-0.256,-0.110,-0.037,0.183,-0.037,-0.110,-0.110,-0.183,-0.9998
13.7650,-0.40572,-0.06207,-0.68624,0.57074,-0.03874,-0.97442,-0.51039,0.41646,-1.26831,0.43109,0.38531,-0.86607,-0.40609,-0.07133,-0.68641,0.57436,-0.05993,-0.97451,-0.50761,0.39033,-1.27309,0.42941,0.35421,-0.86612,0.110,0.403,0.183,0.183,-0.256,-0.110,-0.037,0.256,-0.110,-0.110,-0.183,-0.110,-0.9998
