t,q_FL_abad,q_FL_thigh,q_FL_calf,q_FR_abad,q_FR_thigh,q_FR_calf,q_RL_abad,q_RL_thigh,q_RL_calf,q_RR_abad,q_RR_thigh,q_RR_calf,qdes_FL_abad,qdes_FL_thigh,qdes_FL_calf,qdes_FR_abad,qdes_FR_thigh,qdes_FR_calf,qdes_RL_abad,qdes_RL_thigh,qdes_RL_calf,qdes_RR_abad,qdes_RR_thigh,qdes_RR_calf,tau_FL_abad,tau_FL_thigh,tau_FL_calf,tau_FR_abad,tau_FR_thigh,tau_FR_calf,tau_RL_abad,tau_RL_thigh,tau_RL_calf,tau_RR_abad,tau_RR_thigh,tau_RR_calf,grav_z
13.7700,-0.40572,-0.06364,-0.68618,0.57125,-0.04068,-0.97442,-0.51050,0.41375,-1.26822,0.43091,0.38165,-0.86609,-0.40609,-0.07416,-0.68641,0.57436,-0.06275,-0.97451,-0.50761,0.38751,-1.27309,0.42941,0.35139,-0.86612,0.037,0.256,0.183,0.110,-0.183,-0.037,-0.037,0.183,-0.037,-0.110,-0.183,-0.110,-0.9998
13.7750,-0.40572,-0.06488,-0.68627,0.57162,-0.04207,-0.97442,-0.51046,0.41141,-1.26822,0.43080,0.37946,-0.86609,-0.40609,-0.07698,-0.68641,0.57436,-0.06558,-0.97451,-0.50761,0.38469,-1.27309,0.42941,0.34857,-0.86612,0.037,0.256,0.110,0.110,-0.183,-0.110,-0.037,0.110,-0.037,-0.110,-0.110,-0.037,-0.9998
13.7800,-0.40583,-0.06565,-0.68627,0.57210,-0.04321,-0.97439,-0.51050,0.40860,-1.26822,0.43069,0.37829,-0.86612,-0.40609,-0.07981,-0.68641,0.57436,-0.06841,-0.97451,-0.50761,0.38186,-1.27309,0.42941,0.34574,-0.86612,0.037,0.183,0.037,0.037,-0.256,-0.110,-0.037,0.183,-0.110,-0.183,-0.037,0.037,-0.9998
13.7850,-0.40572,-0.06722,-0.68618,0.57243,-0.04529,-0.97448,-0.51050,0.40582,-1.26822,0.43054,0.37405,-0.86607,-0.40609,-0.08264,-0.68641,0.57436,-0.07123,-0.97451,-0.50761,0.37903,-1.27309,0.42941,0.34291,-0.86612,0.183,0.110,0.110,0.110,-0.256,-0.110,-0.037,0.256,-0.037,-0.110,-0.110,-0.037,-0.9998
13.7900,-0.40583,-0.06839,-0.68624,0.57261,-0.04649,-0.97448,-0.51050,0.40370,-1.26822,0.43054,0.37149,-0.86612,-0.40609,-0.08546,-0.68641,0.57436,-0.07406,-0.97451,-0.50761,0.37621,-1.27309,0.42941,0.34009,-0.86612,0.037,0.183,0.183,0.110,-0.256,-0.110,-0.037,0.110,-0.037,-0.110,-0.183,-0.037,-0.9998
13.7950,-0.40583,-0.06923,-0.68624,0.57286,-0.04869,-0.97442,-0.51042,0.40099,-1.26822,0.43043,0.36908,-0.86612,-0.40609,-0.08828,-0.68641,0.57436,-0.07687,-0.97451,-0.50761,0.37339,-1.27309,0.42941,0.33727,-0.86612,0.037,0.110,0.110,0.037,-0.183,-0.037,-0.037,0.110,-0.110,-0.037,-0.256,-0.110,-0.9998
13.8000,-0.40583,-0.07128,-0.68627,0.57294,-0.05158,-0.97442,-0.51042,0.39803,-1.26822,0.43036,0.36732,-0.86612,-0.40609,-0.09109,-0.68641,0.57436,-0.07968,-0.97451,-0.50761,0.37058,-1.27309,0.42941,0.33446,-0.86612,0.037,0.110,0.110,0.037,-0.110,-0.110,0.037,0.110,-0.110,-0.037,-0.256,0.037,-0.9998
13.8050,-0.40583,-0.07311,-0.68633,0.57323,-0.05406,-0.97445,-0.51042,0.39628,-1.26822,0.43036,0.36451,-0.86612,-0.40609,-0.09389,-0.68641,0.57436,-0.08248,-0.97451,-0.50761,0.36778,-1.27309,0.42941,0.33166,-0.86612,0.037,0.037,0.110,0.037,-0.110,-0.037,-0.037,0.183,-0.037,-0.110,-0.256,-0.256,-0.9998
13.8100,-0.40583,-0.07420,-0.68627,0.57345,-0.05618,-0.97448,-0.51046,0.39233,-1.26822,0.43025,0.36184,-0.86612,-0.40609,-0.09667,-0.68641,0.57436,-0.08527,-0.97451,-0.50761,0.36499,-1.27309,0.42941,0.32887,-0.86612,0.110,0.037,0.037,0.110,-0.110,-0.110,0.037,0.256,-0.110,-0.110,-0.183,-0.037,-0.9998
13.8150,-0.40583,-0.07526,-0.68627,0.57345,-0.05885,-0.97448,-0.51042,0.38926,-1.26822,0.43025,0.36081,-0.86612,-0.40609,-0.09945,-0.68641,0.57436,-0.08804,-0.97451,-0.50761,0.36222,-1.27309,0.42941,0.32610,-0.86612,0.110,-0.037,0.183,0.110,-0.110,-0.110,-0.037,0.256,-0.037,-0.110,-0.183,-0.110,-0.9998
13.8200,-0.40594,-0.07735,-0.68627,0.57345,-0.06137,-0.97448,-0.51042,0.38633,-1.26822,0.43025,0.35624,-0.86612,-0.40609,-0.10220,-0.68641,0.57436,-0.09080,-0.97451,-0.50761,0.35947,-1.27309,0.42941,0.32334,-0.86612,0.110,-0.110,0.110,0.110,-0.183,-0.110,-0.037,0.256,-0.037,-0.110,-0.110,-0.037,-0.9998
13.8250,-0.40591,-0.07867,-0.68627,0.57352,-0.06316,-0.97448,-0.51050,0.38399,-1.26822,0.43029,0.35215,-0.86607,-0.40609,-0.10494,-0.68641,0.57436,-0.09354,-0.97451,-0.50761,0.35673,-1.27309,0.42941,0.32061,-0.86612,0.037,-0.037,0.110,0.110,-0.476,-0.110,-0.037,0.183,-0.110,-0.110,-0.037,-0.037,-0.9998
13.8300,-0.40583,-0.07983,-0.68624,0.57363,-0.06412,-0.97448,-0.51042,0.38067,-1.26822,0.43025,0.34882,-0.86612,-0.40609,-0.10766,-0.68641,0.57436,-0.09625,-0.97451,-0.50761,0.35401,-1.27309,0.42941,0.31789,-0.86612,0.110,-0.037,0.037,0.183,-0.549,-0.110,-0.037,0.183,-0.110,-0.037,-0.037,-0.110,-0.9998
13.8350,-0.40583,-0.08247,-0.68627,0.57367,-0.06550,-0.97445,-0.51050,0.37785,-1.26822,0.43007,0.34710,-0.86612,-0.40609,-0.11035,-0.68641,0.57436,-0.09895,-0.97451,-0.50761,0.35132,-1.27309,0.42941,0.31520,-0.86612,0.037,-0.110,0.110,0.110,-0.549,-0.110,-0.037,0.183,-0.110,-0.037,-0.110,-0.037,-0.9998
13.8400,-0.40583,-0.08429,-0.68627,0.57367,-0.06708,-0.97457,-0.51042,0.37467,-1.26822,0.43007,0.34319,-0.86612,-0.40609,-0.11302,-0.68641,0.57436,-0.10161,-0.97451,-0.50761,0.34865,-1.27309,0.42941,0.31253,-0.86612,0.110,-0.037,0.037,0.110,-0.549,-0.110,-0.037,0.256,-0.037,-0.110,-0.110,-0.037,-0.9998
13.8450,-0.40591,-0.08638,-0.68627,0.57367,-0.06828,-0.97445,-0.51042,0.37178,-1.26822,0.43018,0.34082,-0.86612,-0.40609,-0.11566,-0.68641,0.57436,-0.10425,-0.97451,-0.50761,0.34601,-1.27309,0.42941,0.30989,-0.86612,0.183,-0.037,0.183,0.110,-0.623,-0.110,-0.037,0.183,-0.037,-0.110,-0.183,-0.256,-0.9998
13.8500,-0.40583,-0.08864,-0.68627,0.57367,-0.06975,-0.97448,-0.51039,0.36937,-1.26822,0.43007,0.33983,-0.86612,-0.40609,-0.11827,-0.68641,0.57436,-0.10686,-0.97451,-0.50761,0.34340,-1.27309,0.42941,0.30728,-0.86612,0.037,-0.037,0.110,0.110,-0.549,-0.110,-0.037,0.183,-0.110,-0.110,-0.256,-0.110,-0.9998
13.8550,-0.40594,-0.09073,-0.68633,0.57367,-0.07168,-0.97451,-0.51039,0.36644,-1.26822,0.43007,0.33636,-0.86607,-0.40609,-0.12085,-0.68641,0.57436,-0.10944,-0.97451,-0.50761,0.34082,-1.27309,0.42941,0.30470,-0.86612,0.110,-0.110,0.110,0.110,-0.549,-0.110,-0.037,0.256,-0.110,-0.110,-0.256,-0.110,-0.9998
13.8600,-0.40583,-0.09281,-0.68633,0.57367,-0.07315,-0.97448,-0.51042,0.36425,-1.26819,0.43000,0.33310,-0.86612,-0.40609,-0.12339,-0.68641,0.57436,-0.11199,-0.97451,-0.50761,0.33828,-1.27309,0.42941,0.30216,-0.86612,0.037,-0.183,0.110,0.110,-0.549,-0.110,-0.037,0.256,-0.110,-0.110,-0.110,-0.110,-0.9998
13.8650,-0.40583,-0.09336,-0.68627,0.57367,-0.07490,-0.97448,-0.51039,0.36122,-1.26819,0.42996,0.33029,-0.86607,-0.40609,-0.12590,-0.68641,0.57436,-0.11450,-0.97451,-0.50761,0.33577,-1.27309,0.42941,0.29965,-0.86612,0.037,-0.183,0.037,0.110,-0.623,-0.110,-0.037,0.183,-0.037,-0.110,-0.110,-0.183,-0.9998
13.8700,-0.40583,-0.09471,-0.68627,0.57374,-0.07691,-0.97448,-0.51042,0.35851,-1.26822,0.42981,0.32842,-0.86607,-0.40609,-0.12837,-0.68641,0.57436,-0.11697,-0.97451,-0.50761,0.33330,-1.27309,0.42941,0.29718,-0.86612,0.037,-0.403,0.037,0.110,-0.623,-0.110,-0.037,0.256,-0.110,-0.037,-0.110,-0.183,-0.9998
13.8750,-0.40591,-0.09574,-0.68627,0.57407,-0.07885,-0.97448,-0.51050,0.35592,-1.26822,0.42981,0.32557,-0.86612,-0.40609,-0.13080,-0.68641,0.57436,-0.11940,-0.97451,-0.50761,0.33087,-1.27309,0.42941,0.29474,-0.86612,0.037,-0.476,0.110,0.037,-0.623,-0.110,-0.037,0.330,-0.037,-0.037,-0.110,0.037,-0.9998
13.8800,-0.40591,-0.09618,-0.68624,0.57480,-0.08104,-0.97459,-0.51050,0.35376,-1.26819,0.42978,0.32502,-0.86607,-0.40609,-0.13319,-0.68641,0.57436,-0.12179,-0.97451,-0.50761,0.32848,-1.27309,0.42941,0.29236,-0.86612,0.110,-0.549,0.037,-0.110,-0.549,-0.110,-0.037,0.037,-0.037,-0.037,-0.110,-0.110,-0.9998
13.8850,-0.40631,-0.09760,-0.68627,0.57550,-0.08334,-0.97457,-0.51039,0.35193,-1.26811,0.42941,0.32155,-0.86612,-0.40609,-0.13554,-0.68641,0.57436,-0.12414,-0.97451,-0.50761,0.32613,-1.27309,0.42941,0.29001,-0.86612,0.183,-0.549,0.037,-0.037,-0.549,-0.110,-0.037,0.037,-0.037,-0.037,-0.183,-0.256,-0.9998
13.8900,-0.40733,-0.09903,-0.68627,0.57582,-0.08576,-0.97445,-0.51013,0.34988,-1.26819,0.42930,0.31830,-0.86607,-0.40609,-0.13784,-0.68641,0.57436,-0.12644,-0.97451,-0.50761,0.32383,-1.27309,0.42941,0.28771,-0.86612,0.256,-0.623,0.110,-0.110,-0.549,-0.037,-0.110,0.037,-0.110,-0.110,-0.256,-0.037,-0.9998
13.8950,-0.40806,-0.09994,-0.68624,0.57696,-0.08821,-0.97445,-0.50991,0.34787,-1.26822,0.42923,0.31530,-0.86612,-0.40609,-0.14009,-0.68641,0.57436,-0.12869,-0.97451,-0.50761,0.32158,-1.27309,0.42941,0.28546,-0.86612,0.330,-0.623,0.110,-0.183,-0.549,-0.037,-0.037,-0.037,-0.110,-0.110,-0.256,0.037,-0.9998
13.9000,-0.40865,-0.10078,-0.68624,0.57747,-0.09066,-0.97451,-0.50977,0.34641,-1.26811,0.42912,0.31479,-0.86612,-0.40609,-0.14230,-0.68641,0.57436,-0.13089,-0.97451,-0.50761,0.31937,-1.27309,0.42941,0.28325,-0.86612,0.330,-0.623,0.110,-0.183,-0.549,-0.256,-0.037,-0.037,-0.037,-0.037,-0.183,-0.037,-0.9998
13.9050,-0.40974,-0.10298,-0.68624,0.57762,-0.09281,-0.97448,-0.50977,0.34579,-1.26811,0.42916,0.31157,-0.86607,-0.40609,-0.14445,-0.68641,0.57436,-0.13304,-0.97451,-0.50761,0.31722,-1.27309,0.42941,0.28110,-0.86612,0.403,-0.623,0.037,-0.110,-0.476,-0.110,-0.037,-0.476,-0.110,-0.037,-0.110,-0.037,-0.9998
13.9100,-0.41110,-0.10484,-0.68633,0.57780,-0.09563,-0.97448,-0.50977,0.34597,-1.26799,0.42905,0.31106,-0.86607,-0.40609,-0.14655,-0.68641,0.57436,-0.13515,-0.97451,-0.50761,0.31512,-1.27309,0.42941,0.27900,-0.86612,0.549,-0.549,0.183,-0.037,-0.476,-0.110,-0.037,-0.623,-0.110,-0.037,-0.183,-0.256,-0.9998
13.9150,-0.41201,-0.10550,-0.68624,0.57791,-0.09793,-0.97457,-0.50977,0.34586,-1.26799,0.42897,0.30923,-0.86607,-0.40609,-0.14860,-0.68641,0.57436,-0.13719,-0.97451,-0.50761,0.31307,-1.27309,0.42941,0.27695,-0.86612,0.549,-0.549,0.037,0.037,-0.403,-0.110,-0.037,-0.623,-0.110,-0.037,-0.549,-0.256,-0.9998
13.9200,-0.41256,-0.10787,-0.68633,0.57787,-0.10086,-0.97457,-0.50977,0.34444,-1.26811,0.42897,0.30726,-0.86607,-0.40609,-0.15059,-0.68641,0.57436,-0.13918,-0.97451,-0.50761,0.31108,-1.27309,0.42941,0.27496,-0.86612,0.476,-0.549,0.037,-0.037,-0.403,-0.110,-0.037,-0.476,-0.037,-0.110,-0.403,-0.037,-0.9998
13.9250,-0.41333,-0.11080,-0.68627,0.57791,-0.10356,-0.97457,-0.51006,0.34297,-1.26811,0.42905,0.30517,-0.86607,-0.40609,-0.15252,-0.68641,0.57436,-0.14111,-0.97451,-0.50761,0.30915,-1.27309,0.42941,0.27303,-0.86612,0.476,-0.476,0.110,-0.037,-0.476,-0.110,0.037,-0.403,-0.037,-0.037,-0.476,-0.037,-0.9998
13.9300,-0.41398,-0.11281,-0.68624,0.57791,-0.10616,-0.97457,-0.51039,0.34169,-1.26811,0.42901,0.30484,-0.86607,-0.40609,-0.15439,-0.68641,0.57436,-0.14299,-0.97451,-0.50761,0.30728,-1.27309,0.42941,0.27116,-0.86612,0.476,-0.549,0.110,-0.037,-0.403,-0.110,0.037,-0.330,-0.110,-0.037,-0.476,-0.037,-0.9998
13.9350,-0.41442,-0.11361,-0.68633,0.57780,-0.10915,-0.97457,-0.51057,0.34020,-1.26808,0.42897,0.30218,-0.86607,-0.40609,-0.15620,-0.68641,0.57436,-0.14480,-0.97451,-0.50761,0.30547,-1.27309,0.42941,0.26935,-0.86612,0.403,-0.549,0.183,0.037,-0.403,-0.110,0.037,-0.476,-0.037,-0.110,-0.403,0.037,-0.9998
13.9400,-0.41479,-0.11643,-0.68633,0.57769,-0.11146,-0.97448,-0.51057,0.33946,-1.26799,0.42857,0.30020,-0.86601,-0.40609,-0.15795,-0.68641,0.57436,-0.14655,-0.97451,-0.50761,0.30372,-1.27309,0.42941,0.26760,-0.86612,0.476,-0.549,0.110,0.037,-0.476,-0.110,-0.037,-0.696,-0.037,-0.037,-0.476,-0.256,-0.9998
13.9450,-0.41486,-0.11877,-0.68633,0.57758,-0.11318,-0.97457,-0.51057,0.33961,-1.26794,0.42799,0.29987,-0.86607,-0.40609,-0.15964,-0.68641,0.57436,-0.14824,-0.97451,-0.50761,0.30203,-1.27309,0.42941,0.26591,-0.86612,0.403,-0.549,0.110,0.037,-0.476,-0.110,-0.037,-0.842,-0.110,0.110,-0.549,-0.037,-0.9998
13.9500,-0.41490,-0.11913,-0.68624,0.57740,-0.11526,-0.97457,-0.51039,0.34023,-1.26785,0.42649,0.29841,-0.86607,-0.40609,-0.16126,-0.68641,0.57436,-0.14986,-0.97451,-0.50761,0.30041,-1.27309,0.42941,0.26429,-0.86612,0.330,-0.476,0.110,0.037,-0.476,-0.110,-0.037,-0.989,-0.110,0.256,-0.696,-0.037,-0.9998
13.9550,-0.41490,-0.12348,-0.68633,0.57707,-0.11870,-0.97457,-0.51042,0.34016,-1.26794,0.42517,0.29728,-0.86601,-0.40609,-0.16282,-0.68641,0.57436,-0.15141,-0.97451,-0.50761,0.29885,-1.27309,0.42941,0.26273,-0.86612,0.403,-0.403,0.110,0.110,-0.476,-0.110,-0.037,-0.989,-0.037,0.256,-0.769,-0.330,-0.9998
13.9600,-0.41497,-0.12575,-0.68633,0.57677,-0.12129,-0.97457,-0.51050,0.33961,-1.26794,0.42466,0.29497,-0.86607,-0.40609,-0.16431,-0.68641,0.57436,-0.15290,-0.97451,-0.50761,0.29736,-1.27309,0.42941,0.26124,-0.86612,0.403,-0.403,0.110,0.037,-0.403,-0.110,-0.037,-0.989,-0.037,0.183,-0.696,-0.110,-0.9997
13.9650,-0.41497,-0.12809,-0.68633,0.57666,-0.12308,-0.97457,-0.51057,0.33946,-1.26794,0.42364,0.29454,-0.86607,-0.40609,-0.16573,-0.68641,0.57436,-0.15432,-0.97451,-0.50761,0.29594,-1.27309,0.42941,0.25982,-0.86612,0.403,-0.403,0.183,0.037,-0.403,-0.110,-0.037,-1.062,-0.037,0.256,-0.696,-0.110,-0.9997
13.9700,-0.41508,-0.13025,-0.68633,0.57666,-0.12495,-0.97457,-0.51050,0.33961,-1.26794,0.42261,0.29300,-0.86607,-0.40609,-0.16708,-0.68641,0.57436,-0.15567,-0.97451,-0.50761,0.29459,-1.27309,0.42941,0.25847,-0.86612,0.403,-0.476,0.110,0.037,-0.476,-0.110,0.037,-1.136,-0.037,0.256,-0.696,-0.110,-0.9998
13.9750,-0.41490,-0.13240,-0.68633,0.57656,-0.12692,-0.97457,-0.51064,0.33961,-1.26785,0.42225,0.29187,-0.86612,-0.40609,-0.16836,-0.68641,0.57436,-0.15695,-0.97451,-0.50761,0.29331,-1.27309,0.42941,0.25719,-0.86612,0.330,-0.403,0.037,0.110,-0.476,-0.110,-0.037,-1.209,-0.110,0.256,-0.769,-0.110,-0.9998
13.9800,-0.41479,-0.13376,-0.68633,0.57634,-0.12846,-0.97457,-0.51050,0.33946,-1.26794,0.42181,0.29179,-0.86607,-0.40609,-0.16956,-0.68641,0.57436,-0.15816,-0.97451,-0.50761,0.29210,-1.27309,0.42941,0.25598,-0.86612,0.330,-0.330,0.110,0.037,-0.403,-0.110,-0.037,-1.209,-0.037,0.256,-0.842,-0.110,-0.9998
13.9850,-0.41486,-0.13474,-0.68633,0.57634,-0.12963,-0.97457,-0.51050,0.33946,-1.26794,0.42181,0.29092,-0.86607,-0.40609,-0.17070,-0.68641,0.57436,-0.15930,-0.97451,-0.50761,0.29097,-1.27309,0.42941,0.25485,-0.86612,0.403,-0.330,0.110,0.110,-0.476,-0.110,0.037,-1.209,-0.110,0.256,-0.916,-0.110,-0.9998
13.9900,-0.41490,-0.13796,-0.68633,0.57623,-0.13153,-0.97457,-0.51057,0.33939,-1.26794,0.42159,0.29007,-0.86607,-0.40609,-0.17176,-0.68641,0.57436,-0.16036,-0.97451,-0.50761,0.28991,-1.27309,0.42941,0.25379,-0.86612,0.330,-0.330,0.183,0.037,-0.403,-0.110,-0.037,-1.282,-0.037,0.256,-0.842,-0.183,-0.9998
13.9950,-0.41479,-0.14037,-0.68633,0.57604,-0.13346,-0.97457,-0.51057,0.33910,-1.26794,0.42093,0.29007,-0.86607,-0.40609,-0.17275,-0.68641,0.57436,-0.16134,-0.97451,-0.50761,0.28892,-1.27309,0.42941,0.25280,-0.86612,0.330,-0.330,0.110,0.037,-0.403,-0.110,-0.037,-1.282,-0.037,0.256,-0.842,-0.110,-0.9998
14.0000,-0.41468,-0.14089,-0.68633,0.57604,-0.13529,-0.97457,-0.51057,0.33906,-1.26785,0.42035,0.28894,-0.86607,-0.40609,-0.17366,-0.68641,0.57436,-0.16226,-0.97451,-0.50761,0.28801,-1.27309,0.42941,0.25189,-0.86612,0.330,-0.256,0.183,0.037,-0.330,-0.110,-0.037,-1.282,-0.037,0.256,-0.989,-0.110,-0.9998
14.0050,-0.41442,-0.14322,-0.68633,0.57612,-0.13668,-0.97457,-0.51057,0.33899,-1.26799,0.41983,0.28792,-0.86607,-0.40609,-0.17450,-0.68641,0.57436,-0.16309,-0.97451,-0.50761,0.28717,-1.27309,0.42941,0.25105,-0.86612,0.330,-0.256,0.110,0.037,-0.403,-0.110,-0.037,-1.282,-0.110,0.330,-0.916,-0.110,-0.9998
14.0100,-0.41424,-0.14644,-0.68633,0.57612,-0.13862,-0.97457,-0.51064,0.33899,-1.26799,0.41951,0.28722,-0.86601,-0.40609,-0.17525,-0.68641,0.57436,-0.16385,-0.97451,-0.50761,0.28642,-1.27309,0.42941,0.25029,-0.86612,0.330,-0.256,0.110,0.037,-0.403,-0.110,0.037,-1.429,-0.110,0.330,-0.989,-0.256,-0.9998
14.0150,-0.41406,-0.14827,-0.68633,0.57626,-0.14063,-0.97457,-0.51050,0.33884,-1.26785,0.41914,0.28715,-0.86607,-0.40609,-0.17594,-0.68641,0.57436,-0.16453,-0.97451,-0.50761,0.28573,-1.27309,0.42941,0.24961,-0.86612,0.330,-0.403,0.037,0.037,-0.330,-0.110,-0.037,-1.355,-0.037,0.256,-0.989,0.037,-0.9998
14.0200,-0.41398,-0.14907,-0.68633,0.57634,-0.14217,-0.97457,-0.51064,0.33877,-1.26794,0.41855,0.28638,-0.86607,-0.40609,-0.17654,-0.68641,0.57436,-0.16514,-0.97451,-0.50761,0.28513,-1.27309,0.42941,0.24901,-0.86612,0.330,-0.256,0.110,0.037,-0.330,-0.110,-0.037,-1.429,-0.110,0.330,-0.989,0.110,-0.9997
14.0250,-0.41406,-0.15123,-0.68633,0.57641,-0.14370,-0.97457,-0.51057,0.33870,-1.26782,0.41815,0.28551,-0.86607,-0.40609,-0.17707,-0.68641,0.57436,-0.16566,-0.97451,-0.50761,0.28460,-1.27309,0.42941,0.24848,-0.86612,0.330,-0.256,0.110,-0.037,-0.330,-0.110,-0.037,-1.429,-0.037,0.330,-0.989,-0.256,-0.9997
14.0300,-0.41398,-0.15328,-0.68624,0.57656,-0.14527,-0.97457,-0.51064,0.33862,-1.26782,0.41790,0.28474,-0.86607,-0.40609,-0.17751,-0.68641,0.57436,-0.16611,-0.97451,-0.50761,0.28416,-1.27309,0.42941,0.24804,-0.86612,0.256,-0.256,0.110,0.037,-0.330,-0.110,-0.037,-1.502,-0.037,0.256,-1.062,-0.037,-0.9997
14.0350,-0.41387,-0.15357,-0.68633,0.57663,-0.14626,-0.97457,-0.51057,0.33855,-1.26785,0.41731,0.28466,-0.86607,-0.40609,-0.17788,-0.68641,0.57436,-0.16647,-0.97451,-0.50761,0.28379,-1.27309,0.42941,0.24767,-0.86612,0.256,-0.183,0.110,0.037,-0.403,-0.110,-0.037,-1.502,-0.037,0.330,-1.062,-0.037,-0.9997
14.0400,-0.41387,-0.15536,-0.68633,0.57663,-0.14728,-0.97457,-0.51057,0.33848,-1.26782,0.41720,0.28404,-0.86607,-0.40609,-0.17817,-0.68641,0.57436,-0.16676,-0.97451,-0.50761,0.28350,-1.27309,0.42941,0.24738,-0.86612,0.330,-0.256,0.110,-0.037,-0.330,-0.110,-0.037,-1.502,-0.037,0.330,-1.062,-0.037,-0.9997
14.0450,-0.41387,-0.15693,-0.68633,0.57677,-0.14853,-0.97459,-0.51064,0.33841,-1.26782,0.41691,0.28379,-0.86601,-0.40609,-0.17838,-0.68641,0.57436,-0.16697,-0.97451,-0.50761,0.28329,-1.27309,0.42941,0.24717,-0.86612,0.330,-0.256,0.110,0.037,-0.403,-0.183,-0.037,-1.575,-0.037,0.330,-1.062,-0.037,-0.9997
14.0500,-0.41387,-0.15704,-0.68633,0.57677,-0.14951,-0.97459,-0.51057,0.33841,-1.26773,0.41654,0.28342,-0.86601,-0.40609,-0.17850,-0.68641,0.57436,-0.16710,-0.97451,-0.50761,0.28316,-1.27309,0.42941,0.24704,-0.86612,0.330,-0.256,0.037,0.037,-0.403,-0.110,-0.037,-1.502,-0.110,0.330,-1.062,-0.037,-0.9997
14.0550,-0.41380,-0.15854,-0.68633,0.57677,-0.15046,-0.97459,-0.51057,0.33833,-1.26782,0.41610,0.28284,-0.86598,-0.40609,-0.17855,-0.68641,0.57436,-0.16715,-0.97451,-0.50761,0.28312,-1.27309,0.42941,0.24700,-0.86612,0.330,-0.256,0.110,0.037,-0.403,-0.110,-0.037,-1.502,-0.037,0.330,-1.062,0.037,-0.9997
14.0600,-0.41387,-0.15971,-0.68624,0.57677,-0.15112,-0.97459,-0.51057,0.33826,-1.26782,0.41585,0.28229,-0.86607,-0.40609,-0.17852,-0.68641,0.57436,-0.16712,-0.97451,-0.50761,0.28315,-1.27309,0.42941,0.24703,-0.86612,0.256,-0.256,0.110,0.037,-0.403,-0.110,-0.037,-1.502,-0.037,0.403,-1.136,-0.256,-0.9997
14.0650,-0.41387,-0.15971,-0.68633,0.57663,-0.15160,-0.97457,-0.51064,0.33826,-1.26773,0.41559,0.28222,-0.86601,-0.40609,-0.17841,-0.68641,0.57436,-0.16701,-0.97451,-0.50761,0.28326,-1.27309,0.42941,0.24714,-0.86612,0.330,-0.256,0.037,0.037,-0.403,-0.110,-0.037,-1.502,-0.037,0.403,-1.062,-0.037,-0.9997
14.0700,-0.41395,-0.16081,-0.68624,0.57656,-0.15196,-0.97459,-0.51064,0.33818,-1.26773,0.41526,0.28167,-0.86607,-0.40609,-0.17822,-0.68641,0.57436,-0.16682,-0.97451,-0.50761,0.28345,-1.27309,0.42941,0.24733,-0.86612,0.330,-0.256,0.110,0.037,-0.403,-0.110,-0.037,-1.575,-0.110,0.403,-1.062,0.037,-0.9997
14.0750,-0.41387,-0.16172,-0.68633,0.57656,-0.15262,-0.97459,-0.51064,0.33818,-1.26773,0.41497,0.28126,-0.86607,-0.40609,-0.17795,-0.68641,0.57436,-0.16655,-0.97451,-0.50761,0.28372,-1.27309,0.42941,0.24760,-0.86612,0.330,-0.183,0.110,0.037,-0.403,-0.110,0.037,-1.575,-0.110,0.403,-1.062,-0.183,-0.9997
14.0800,-0.41387,-0.16242,-0.68633,0.57645,-0.15317,-0.97459,-0.51057,0.33822,-1.26782,0.41442,0.28064,-0.86601,-0.40609,-0.17760,-0.68641,0.57436,-0.16620,-0.97451,-0.50761,0.28407,-1.27309,0.42941,0.24795,-0.86612,0.330,-0.256,0.110,0.037,-0.476,-0.110,0.037,-1.502,-0.110,0.403,-0.989,-0.183,-0.9997
14.0850,-0.41387,-0.16275,-0.68633,0.57634,-0.15346,-0.97459,-0.51064,0.33826,-1.26782,0.41420,0.28046,-0.86607,-0.40609,-0.17717,-0.68641,0.57436,-0.16577,-0.97451,-0.50761,0.28450,-1.27309,0.42941,0.24838,-0.86612,0.330,-0.330,0.110,0.037,-0.403,-0.110,-0.037,-1.575,-0.110,0.403,-0.989,-0.110,-0.9997
14.0900,-0.41387,-0.16293,-0.68633,0.57623,-0.15357,-0.97459,-0.51064,0.33826,-1.26782,0.41409,0.28031,-0.86607,-0.40609,-0.17666,-0.68641,0.57436,-0.16526,-0.97451,-0.50761,0.28501,-1.27309,0.42941,0.24889,-0.86612,0.330,-0.256,0.110,0.037,-0.476,-0.110,-0.037,-1.575,-0.110,0.403,-0.989,-0.110,-0.9997
14.0950,-0.41387,-0.16333,-0.68633,0.57623,-0.15364,-0.97457,-0.51057,0.33826,-1.26782,0.41402,0.28002,-0.86598,-0.40609,-0.17608,-0.68641,0.57436,-0.16467,-0.97451,-0.50761,0.28559,-1.27309,0.42941,0.24947,-0.86612,0.330,-0.256,0.110,0.037,-0.403,-0.110,-0.037,-1.575,-0.110,0.403,-0.989,-0.183,-0.9997
14.1000,-0.41398,-0.16351,-0.68633,0.57623,-0.15390,-0.97459,-0.51057,0.33826,-1.26773,0.41358,0.27969,-0.86607,-0.40609,-0.17541,-0.68641,0.57436,-0.16401,-0.97451,-0.50761,0.28626,-1.27309,0.42941,0.25014,-0.86612,0.330,-0.256,0.110,0.037,-0.403,-0.110,-0.037,-1.575,-0.037,0.403,-0.989,-0.037,-0.9997
