t,q_FL_abad,q_FL_thigh,q_FL_calf,q_FR_abad,q_FR_thigh,q_FR_calf,q_RL_abad,q_RL_thigh,q_RL_calf,q_RR_abad,q_RR_thigh,q_RR_calf,tau_FL_abad,tau_FL_thigh,tau_FL_calf,tau_FR_abad,tau_FR_thigh,tau_FR_calf,tau_RL_abad,tau_RL_thigh,tau_RL_calf,tau_RR_abad,tau_RR_thigh,tau_RR_calf,base_z
36.6100,-0.41876,-0.06020,-0.67769,0.57920,-0.04813,-0.96446,-0.51636,0.38576,-1.26343,0.44077,0.34709,-0.85975,0.380,-0.370,-0.266,-0.145,-0.392,-0.306,0.263,0.103,-0.293,-0.341,0.179,-0.194,0.8500
36.6150,-0.41876,-0.05744,-0.67767,0.57920,-0.04536,-0.96444,-0.51636,0.38851,-1.26342,0.44077,0.34985,-0.85974,0.380,-0.371,-0.266,-0.145,-0.392,-0.307,0.263,0.104,-0.293,-0.341,0.178,-0.194,0.8500
36.6200,-0.41876,-0.05468,-0.67765,0.57919,-0.04260,-0.96442,-0.51636,0.39126,-1.26340,0.44077,0.35260,-0.85973,0.380,-0.371,-0.267,-0.145,-0.392,-0.308,0.263,0.104,-0.294,-0.341,0.178,-0.195,0.8500
36.6250,-0.41876,-0.05194,-0.67764,0.57919,-0.03985,-0.96440,-0.51636,0.39399,-1.26339,0.44077,0.35534,-0.85971,0.380,-0.371,-0.268,-0.145,-0.393,-0.308,0.263,0.104,-0.294,-0.341,0.178,-0.195,0.8500
36.6300,-0.41876,-0.04921,-0.67762,0.57919,-0.03711,-0.96438,-0.51636,0.39671,-1.26338,0.44077,0.35807,-0.85970,0.380,-0.371,-0.268,-0.145,-0.393,-0.309,0.263,0.104,-0.294,-0.341,0.178,-0.196,0.8500
36.6350,-0.41876,-0.04649,-0.67760,0.57919,-0.03439,-0.96436,-0.51636,0.39942,-1.26337,0.44077,0.36078,-0.85969,0.380,-0.371,-0.269,-0.145,-0.394,-0.310,0.263,0.104,-0.295,-0.341,0.178,-0.196,0.8500
36.6400,-0.41876,-0.04379,-0.67758,0.57919,-0.03168,-0.96433,-0.51636,0.40211,-1.26335,0.44077,0.36348,-0.85968,0.380,-0.371,-0.269,-0.145,-0.394,-0.310,0.263,0.104,-0.295,-0.341,0.178,-0.196,0.8500
36.6450,-0.41876,-0.04110,-0.67756,0.57919,-0.02899,-0.96431,-0.51636,0.40479,-1.26334,0.44077,0.36616,-0.85966,0.380,-0.372,-0.270,-0.145,-0.394,-0.311,0.263,0.104,-0.295,-0.341,0.178,-0.197,0.8500
36.6500,-0.41876,-0.03844,-0.67754,0.57919,-0.02633,-0.96429,-0.51636,0.40744,-1.26333,0.44077,0.36881,-0.85965,0.380,-0.372,-0.270,-0.144,-0.395,-0.312,0.263,0.104,-0.296,-0.341,0.178,-0.197,0.8500
36.6550,-0.41876,-0.03580,-0.67752,0.57919,-0.02368,-0.96427,-0.51636,0.41007,-1.26332,0.44077,0.37145,-0.85964,0.380,-0.372,-0.271,-0.144,-0.395,-0.312,0.263,0.104,-0.296,-0.341,0.178,-0.197,0.8500
36.6600,-0.41876,-0.03319,-0.67751,0.57919,-0.02106,-0.96425,-0.51636,0.41268,-1.26331,0.44078,0.37406,-0.85963,0.380,-0.372,-0.272,-0.144,-0.395,-0.313,0.263,0.104,-0.296,-0.341,0.178,-0.198,0.8500
36.6650,-0.41876,-0.03060,-0.67749,0.57918,-0.01847,-0.96423,-0.51636,0.41525,-1.26329,0.44078,0.37664,-0.85961,0.380,-0.372,-0.272,-0.144,-0.395,-0.314,0.263,0.104,-0.297,-0.341,0.178,-0.198,0.8500
36.6700,-0.41876,-0.02805,-0.67747,0.57918,-0.01590,-0.96420,-0.51636,0.41780,-1.26328,0.44078,0.37919,-0.85960,0.380,-0.372,-0.273,-0.144,-0.396,-0.314,0.263,0.105,-0.297,-0.341,0.178,-0.198,0.8500
36.6750,-0.41876,-0.02552,-0.67745,0.57918,-0.01337,-0.96418,-0.51636,0.42032,-1.26327,0.44078,0.38172,-0.85959,0.380,-0.372,-0.273,-0.144,-0.396,-0.315,0.263,0.105,-0.297,-0.341,0.178,-0.199,0.8500
36.6800,-0.41876,-0.02303,-0.67743,0.57918,-0.01087,-0.96416,-0.51636,0.42281,-1.26326,0.44078,0.38421,-0.85958,0.380,-0.372,-0.274,-0.144,-0.396,-0.316,0.263,0.105,-0.298,-0.341,0.178,-0.199,0.8500
36.6850,-0.41876,-0.02057,-0.67741,0.57918,-0.00841,-0.96414,-0.51636,0.42526,-1.26325,0.44078,0.38666,-0.85957,0.380,-0.372,-0.274,-0.144,-0.396,-0.316,0.263,0.105,-0.298,-0.341,0.178,-0.200,0.8500
36.6900,-0.41876,-0.01815,-0.67739,0.57918,-0.00598,-0.96412,-0.51636,0.42767,-1.26323,0.44078,0.38908,-0.85955,0.380,-0.372,-0.275,-0.144,-0.396,-0.317,0.263,0.105,-0.299,-0.341,0.178,-0.200,0.8500
36.6950,-0.41872,-0.01576,-0.67738,0.57913,-0.00360,-0.96410,-0.51636,0.43005,-1.26322,0.44078,0.39146,-0.85954,0.367,-0.374,-0.275,-0.130,-0.392,-0.316,0.263,0.105,-0.299,-0.341,0.178,-0.200,0.8500
36.7000,-0.41863,-0.01340,-0.67736,0.57903,-0.00128,-0.96409,-0.51636,0.43238,-1.26321,0.44078,0.39380,-0.85953,0.353,-0.376,-0.275,-0.114,-0.388,-0.315,0.263,0.106,-0.299,-0.341,0.178,-0.201,0.8500
36.7050,-0.41850,-0.01109,-0.67735,0.57889,0.00098,-0.96408,-0.51636,0.43467,-1.26320,0.44078,0.39610,-0.85952,0.341,-0.377,-0.275,-0.101,-0.384,-0.314,0.263,0.106,-0.299,-0.341,0.179,-0.201,0.8500
36.7100,-0.41835,-0.00882,-0.67733,0.57872,0.00319,-0.96408,-0.51636,0.43692,-1.26319,0.44078,0.39835,-0.85951,0.330,-0.377,-0.276,-0.089,-0.381,-0.313,0.263,0.106,-0.300,-0.341,0.179,-0.201,0.8500
36.7150,-0.41817,-0.00660,-0.67731,0.57853,0.00535,-0.96408,-0.51636,0.43912,-1.26318,0.44078,0.40055,-0.85949,0.321,-0.378,-0.277,-0.080,-0.378,-0.313,0.263,0.106,-0.300,-0.341,0.179,-0.202,0.8500
36.7200,-0.41799,-0.00442,-0.67730,0.57833,0.00745,-0.96408,-0.51636,0.44127,-1.26317,0.44078,0.40271,-0.85948,0.313,-0.378,-0.277,-0.072,-0.375,-0.313,0.263,0.107,-0.300,-0.341,0.179,-0.202,0.8500
36.7250,-0.41779,-0.00229,-0.67728,0.57812,0.00950,-0.96408,-0.51636,0.44338,-1.26316,0.44078,0.40482,-0.85947,0.306,-0.378,-0.278,-0.065,-0.373,-0.313,0.263,0.107,-0.301,-0.341,0.179,-0.202,0.8500
36.7300,-0.41760,-0.00022,-0.67726,0.57792,0.01150,-0.96408,-0.51636,0.44543,-1.26314,0.44078,0.40687,-0.85946,0.300,-0.378,-0.279,-0.059,-0.371,-0.312,0.263,0.107,-0.301,-0.341,0.179,-0.203,0.8500
36.7350,-0.41741,0.00180,-0.67725,0.57772,0.01345,-0.96408,-0.51636,0.44743,-1.26313,0.44078,0.40888,-0.85945,0.295,-0.378,-0.279,-0.054,-0.368,-0.312,0.263,0.108,-0.301,-0.341,0.179,-0.203,0.8500
36.7400,-0.41722,0.00376,-0.67723,0.57752,0.01534,-0.96409,-0.51637,0.44937,-1.26312,0.44078,0.41083,-0.85944,0.291,-0.378,-0.279,-0.050,-0.367,-0.312,0.263,0.108,-0.302,-0.341,0.180,-0.203,0.8500
36.7450,-0.41704,0.00566,-0.67721,0.57734,0.01717,-0.96409,-0.51637,0.45126,-1.26311,0.44078,0.41272,-0.85943,0.287,-0.378,-0.280,-0.046,-0.365,-0.312,0.263,0.108,-0.302,-0.341,0.180,-0.203,0.8500
36.7500,-0.41687,0.00751,-0.67720,0.57716,0.01895,-0.96409,-0.51637,0.45309,-1.26310,0.44078,0.41455,-0.85942,0.283,-0.378,-0.280,-0.043,-0.363,-0.312,0.263,0.109,-0.302,-0.341,0.180,-0.204,0.8500
36.7550,-0.41670,0.00930,-0.67718,0.57699,0.02067,-0.96410,-0.51637,0.45486,-1.26309,0.44078,0.41633,-0.85941,0.280,-0.378,-0.281,-0.040,-0.362,-0.312,0.263,0.109,-0.302,-0.341,0.180,-0.204,0.8500
36.7600,-0.41655,0.01102,-0.67716,0.57684,0.02234,-0.96410,-0.51637,0.45657,-1.26308,0.44078,0.41804,-0.85939,0.278,-0.378,-0.281,-0.038,-0.360,-0.311,0.263,0.110,-0.303,-0.341,0.181,-0.204,0.8500
36.7650,-0.41640,0.01269,-0.67715,0.57669,0.02394,-0.96410,-0.51637,0.45822,-1.26307,0.44078,0.41969,-0.85938,0.275,-0.378,-0.282,-0.036,-0.359,-0.311,0.263,0.110,-0.303,-0.341,0.181,-0.205,0.8500
36.7700,-0.41626,0.01429,-0.67713,0.57656,0.02548,-0.96411,-0.51637,0.45980,-1.26306,0.44078,0.42128,-0.85937,0.273,-0.378,-0.282,-0.035,-0.358,-0.311,0.263,0.110,-0.303,-0.341,0.181,-0.205,0.8500
36.7750,-0.41613,0.01582,-0.67712,0.57643,0.02695,-0.96411,-0.51637,0.46132,-1.26305,0.44078,0.42281,-0.85936,0.272,-0.378,-0.282,-0.034,-0.356,-0.311,0.263,0.111,-0.303,-0.341,0.182,-0.205,0.8500
36.7800,-0.41601,0.01729,-0.67710,0.57632,0.02837,-0.96411,-0.51637,0.46277,-1.26304,0.44078,0.42426,-0.85935,0.270,-0.378,-0.283,-0.033,-0.355,-0.311,0.263,0.111,-0.304,-0.341,0.182,-0.205,0.8500
36.7850,-0.41591,0.01870,-0.67709,0.57622,0.02972,-0.96412,-0.51637,0.46416,-1.26304,0.44078,0.42566,-0.85934,0.269,-0.378,-0.283,-0.032,-0.354,-0.311,0.263,0.112,-0.304,-0.341,0.182,-0.206,0.8500
36.7900,-0.41581,0.02003,-0.67707,0.57612,0.03100,-0.96412,-0.51637,0.46548,-1.26303,0.44078,0.42698,-0.85933,0.269,-0.378,-0.284,-0.032,-0.353,-0.311,0.263,0.112,-0.304,-0.341,0.183,-0.206,0.8500
36.7950,-0.41571,0.02130,-0.67706,0.57604,0.03222,-0.96412,-0.51637,0.46673,-1.26302,0.44078,0.42823,-0.85933,0.268,-0.378,-0.284,-0.031,-0.352,-0.311,0.263,0.113,-0.304,-0.341,0.183,-0.206,0.8500
36.8000,-0.41563,0.02250,-0.67704,0.57597,0.03337,-0.96413,-0.51637,0.46791,-1.26301,0.44078,0.42942,-0.85932,0.268,-0.379,-0.285,-0.031,-0.351,-0.311,0.263,0.113,-0.304,-0.341,0.184,-0.206,0.8500
36.8050,-0.41556,0.02362,-0.67703,0.57590,0.03445,-0.96413,-0.51637,0.46902,-1.26300,0.44078,0.43053,-0.85931,0.267,-0.379,-0.285,-0.031,-0.351,-0.310,0.263,0.114,-0.305,-0.341,0.184,-0.207,0.8500
36.8100,-0.41550,0.02468,-0.67701,0.57585,0.03546,-0.96413,-0.51637,0.47005,-1.26299,0.44078,0.43157,-0.85930,0.268,-0.379,-0.285,-0.032,-0.350,-0.310,0.263,0.114,-0.305,-0.341,0.184,-0.207,0.8500
36.8150,-0.41544,0.02566,-0.67700,0.57580,0.03640,-0.96414,-0.51637,0.47102,-1.26299,0.44078,0.43253,-0.85929,0.268,-0.379,-0.286,-0.032,-0.349,-0.310,0.263,0.115,-0.305,-0.341,0.185,-0.207,0.8500
36.8200,-0.41539,0.02657,-0.67698,0.57576,0.03726,-0.96414,-0.51637,0.47191,-1.26298,0.44078,0.43343,-0.85928,0.268,-0.379,-0.286,-0.033,-0.348,-0.310,0.263,0.115,-0.305,-0.341,0.185,-0.207,0.8500
36.8250,-0.41535,0.02740,-0.67697,0.57573,0.03806,-0.96414,-0.51637,0.47272,-1.26297,0.44078,0.43425,-0.85927,0.269,-0.379,-0.287,-0.034,-0.348,-0.310,0.263,0.116,-0.305,-0.341,0.186,-0.207,0.8500
36.8300,-0.41532,0.02816,-0.67695,0.57570,0.03878,-0.96415,-0.51637,0.47346,-1.26296,0.44078,0.43499,-0.85927,0.270,-0.379,-0.287,-0.035,-0.347,-0.310,0.263,0.117,-0.306,-0.341,0.186,-0.208,0.8500
36.8350,-0.41529,0.02885,-0.67694,0.57569,0.03943,-0.96415,-0.51637,0.47413,-1.26296,0.44078,0.43566,-0.85926,0.271,-0.379,-0.288,-0.036,-0.347,-0.310,0.263,0.117,-0.306,-0.341,0.187,-0.208,0.8500
36.8400,-0.41528,0.02945,-0.67692,0.57568,0.04001,-0.96415,-0.51637,0.47471,-1.26295,0.44078,0.43625,-0.85925,0.272,-0.379,-0.288,-0.037,-0.346,-0.310,0.263,0.118,-0.306,-0.341,0.187,-0.208,0.8500
36.8450,-0.41527,0.02999,-0.67691,0.57567,0.04051,-0.96415,-0.51637,0.47523,-1.26294,0.44078,0.43676,-0.85924,0.273,-0.379,-0.289,-0.038,-0.346,-0.311,0.263,0.118,-0.306,-0.341,0.188,-0.208,0.8500
36.8500,-0.41526,0.03044,-0.67689,0.57567,0.04094,-0.96415,-0.51637,0.47566,-1.26294,0.44078,0.43720,-0.85924,0.274,-0.379,-0.289,-0.038,-0.346,-0.311,0.263,0.119,-0.306,-0.341,0.189,-0.208,0.8500
36.8550,-0.41526,0.03082,-0.67688,0.57567,0.04130,-0.96415,-0.51637,0.47602,-1.26293,0.44078,0.43756,-0.85923,0.274,-0.379,-0.290,-0.039,-0.346,-0.311,0.263,0.119,-0.306,-0.341,0.189,-0.208,0.8500
