t,phase,age_ms,grav_z,base_z,q_FL_abad,q_FL_thigh,q_FL_calf,q_FR_abad,q_FR_thigh,q_FR_calf,q_RL_abad,q_RL_thigh,q_RL_calf,q_RR_abad,q_RR_thigh,q_RR_calf,dq_FL_abad,dq_FL_thigh,dq_FL_calf,dq_FR_abad,dq_FR_thigh,dq_FR_calf,dq_RL_abad,dq_RL_thigh,dq_RL_calf,dq_RR_abad,dq_RR_thigh,dq_RR_calf,qdes_FL_abad,qdes_FL_thigh,qdes_FL_calf,qdes_FR_abad,qdes_FR_thigh,qdes_FR_calf,qdes_RL_abad,qdes_RL_thigh,qdes_RL_calf,qdes_RR_abad,qdes_RR_thigh,qdes_RR_calf,tau_FL_abad,tau_FL_thigh,tau_FL_calf,tau_FR_abad,tau_FR_thigh,tau_FR_calf,tau_RL_abad,tau_RL_thigh,tau_RL_calf,tau_RR_abad,tau_RR_thigh,tau_RR_calf,kp,kd
5.2450,sine,0.8,-0.9998,nan,-0.41515,-0.17046,-0.68647,0.57853,-0.16315,-0.97459,-0.50688,0.34064,-1.27301,0.41373,0.27600,-0.86598,0.0195,0.0586,0.0195,0.0195,-0.0195,0.0195,0.0586,0.0586,-0.0195,0.0586,-0.0195,-0.0195,-0.40737,-0.17567,-0.68670,0.57604,-0.17007,-0.97448,-0.50384,0.29854,-1.27329,0.42791,0.25412,-0.86607,0.403,-0.256,0.037,-0.037,-0.476,-0.110,-0.037,-1.209,0.037,0.330,-0.916,-0.037,30.00,1.200
5.2500,sine,0.8,-0.9998,nan,-0.41523,-0.17028,-0.68647,0.57864,-0.16289,-0.97459,-0.50688,0.34067,-1.27301,0.41373,0.27600,-0.86598,0.0195,0.0195,0.0195,0.0195,-0.0195,0.0586,0.0195,0.0977,-0.0195,0.0586,-0.0195,-0.0195,-0.40737,-0.17442,-0.68670,0.57604,-0.16883,-0.97448,-0.50384,0.29979,-1.27329,0.42791,0.25537,-0.86607,0.330,-0.183,0.110,0.037,-0.476,-0.110,-0.037,-1.209,0.037,0.330,-0.842,-0.037,30.00,1.200
5.2550,sine,0.7,-0.9998,nan,-0.41515,-0.16976,-0.68647,0.57864,-0.16264,-0.97459,-0.50677,0.34071,-1.27301,0.41380,0.27600,-0.86598,-0.0586,0.1368,0.0195,0.0195,0.0195,-0.0195,-0.0195,0.0195,-0.0195,-0.0977,-0.0195,-0.0195,-0.40737,-0.17310,-0.68670,0.57604,-0.16751,-0.97448,-0.50384,0.30111,-1.27329,0.42791,0.25669,-0.86607,0.403,-0.183,0.110,0.037,-0.403,-0.037,0.037,-1.209,0.110,0.330,-0.769,-0.037,30.00,1.200
5.2600,sine,0.7,-0.9998,nan,-0.41515,-0.16944,-0.68647,0.57864,-0.16242,-0.97459,-0.50688,0.34078,-1.27301,0.41380,0.27618,-0.86595,0.0195,0.0195,0.0195,0.0195,0.0195,0.0586,-0.0195,0.0195,0.0586,-0.0195,-0.0195,-0.0586,-0.40737,-0.17171,-0.68670,0.57604,-0.16612,-0.97448,-0.50384,0.30250,-1.27329,0.42791,0.25808,-0.86607,0.403,-0.183,0.110,0.037,-0.403,-0.110,-0.037,-1.136,0.110,0.330,-0.769,-0.037,30.00,1.200
5.2650,sine,0.7,-0.9998,nan,-0.41515,-0.16896,-0.68647,0.57875,-0.16220,-0.97459,-0.50677,0.34078,-1.27301,0.41373,0.27618,-0.86598,0.0977,0.0977,0.0195,0.0195,-0.0195,-0.0195,-0.1368,0.0977,0.0195,-0.0195,-0.0195,-0.0195,-0.40737,-0.17025,-0.68670,0.57604,-0.16466,-0.97448,-0.50384,0.30396,-1.27329,0.42791,0.25954,-0.86607,0.330,-0.183,0.037,0.037,-0.330,-0.110,-0.037,-1.062,0.110,0.330,-0.769,0.037,30.00,1.200
5.2700,sine,0.7,-0.9998,nan,-0.41508,-0.16870,-0.68647,0.57864,-0.16183,-0.97459,-0.50677,0.34085,-1.27301,0.41380,0.27618,-0.86598,0.0977,0.0195,-0.0195,0.0195,0.0977,-0.0195,0.0977,0.0195,0.0195,-0.0977,-0.0195,-0.0977,-0.40737,-0.16873,-0.68670,0.57604,-0.16313,-0.97448,-0.50384,0.30548,-1.27329,0.42791,0.26106,-0.86607,0.256,-0.183,0.110,0.037,-0.403,-0.037,-0.037,-1.062,0.110,0.330,-0.769,-0.037,30.00,1.200
5.2750,sine,0.7,-0.9998,nan,-0.41515,-0.16841,-0.68653,0.57875,-0.16183,-0.97451,-0.50677,0.34085,-1.27301,0.41380,0.27618,-0.86598,-0.0586,0.2149,0.0977,0.1368,0.0977,-0.0977,0.0977,0.0195,0.0195,-0.0977,-0.0195,-0.0195,-0.40737,-0.16713,-0.68670,0.57604,-0.16154,-0.97448,-0.50384,0.30708,-1.27329,0.42791,0.26266,-0.86607,0.330,-0.183,0.110,0.037,-0.403,-0.110,-0.037,-1.136,0.110,0.330,-0.769,-0.110,30.00,1.200
5.2800,sine,0.6,-0.9998,nan,-0.41515,-0.16783,-0.68653,0.57864,-0.16129,-0.97459,-0.50677,0.34100,-1.27301,0.41380,0.27637,-0.86598,0.0195,0.0977,0.0977,0.0195,0.0977,-0.0195,0.0977,-0.0586,0.0195,-0.0195,-0.0195,-0.0195,-0.40737,-0.16547,-0.68670,0.57604,-0.15988,-0.97448,-0.50384,0.30873,-1.27329,0.42791,0.26432,-0.86607,0.330,-0.037,0.110,0.037,-0.330,-0.110,-0.037,-0.989,0.037,0.330,-0.696,-0.037,30.00,1.200
5.2850,sine,0.6,-0.9998,nan,-0.41523,-0.16728,-0.68647,0.57875,-0.16074,-0.97459,-0.50677,0.34115,-1.27301,0.41380,0.27637,-0.86598,0.0195,0.1758,0.0195,0.1368,0.0977,0.0195,-0.0195,0.0195,0.0195,-0.0977,-0.0195,-0.0195,-0.40737,-0.16375,-0.68670,0.57604,-0.15816,-0.97448,-0.50384,0.31046,-1.27329,0.42791,0.26604,-0.86607,0.330,-0.183,0.110,0.037,-0.330,-0.110,-0.037,-0.989,0.037,0.330,-0.696,-0.037,30.00,1.200
5.2900,sine,0.6,-0.9998,nan,-0.41515,-0.16655,-0.68653,0.57864,-0.16019,-0.97459,-0.50677,0.34115,-1.27301,0.41373,0.27662,-0.86598,0.0195,0.0977,0.0195,-0.0977,0.1368,-0.0195,-0.0195,0.0195,0.0195,-0.0195,-0.0195,-0.0195,-0.40737,-0.16197,-0.68670,0.57604,-0.15637,-0.97448,-0.50384,0.31224,-1.27329,0.42791,0.26782,-0.86607,0.403,-0.110,0.110,-0.037,-0.330,-0.037,-0.037,-0.989,0.110,0.330,-0.623,-0.037,30.00,1.200
5.2950,sine,0.6,-0.9998,nan,-0.41515,-0.16567,-0.68647,0.57864,-0.15975,-0.97459,-0.50677,0.34122,-1.27301,0.41380,0.27662,-0.86598,0.0195,0.1368,0.0195,0.0977,0.0977,-0.0195,0.0977,0.0195,0.0586,-0.0195,0.0977,-0.0195,-0.40737,-0.16012,-0.68670,0.57604,-0.15453,-0.97448,-0.50384,0.31409,-1.27329,0.42791,0.26967,-0.86607,0.330,-0.037,0.110,0.037,-0.256,-0.110,0.037,-0.916,0.110,0.330,-0.549,-0.037,30.00,1.200
5.3000,sine,0.6,-0.9998,nan,-0.41515,-0.16417,-0.68647,0.57864,-0.15821,-0.97459,-0.50677,0.34137,-1.27306,0.41380,0.27688,-0.86598,0.0195,0.2149,0.0195,0.0195,0.2149,-0.0195,0.0977,-0.0586,0.0195,-0.0586,0.0586,-0.0195,-0.40737,-0.15821,-0.68670,0.57604,-0.15262,-0.97448,-0.50384,0.31599,-1.27329,0.42791,0.27158,-0.86607,0.330,-0.037,0.110,0.037,-0.256,-0.110,-0.037,-0.842,0.110,0.330,-0.476,-0.183,30.00,1.200
5.3050,sine,0.5,-0.9998,nan,-0.41515,-0.16366,-0.68647,0.57864,-0.15730,-0.97459,-0.50677,0.34151,-1.27301,0.41380,0.27699,-0.86595,0.0195,0.1368,0.0195,0.0195,0.1758,-0.0195,-0.1368,0.0195,0.0586,0.0586,0.0586,-0.0586,-0.40737,-0.15625,-0.68670,0.57604,-0.15066,-0.97448,-0.50384,0.31796,-1.27329,0.42791,0.27354,-0.86607,0.330,-0.037,0.110,0.037,-0.256,-0.110,-0.037,-0.842,0.110,0.330,-0.403,-0.037,30.00,1.200
5.3100,sine,0.5,-0.9998,nan,-0.41515,-0.16224,-0.68647,0.57864,-0.15628,-0.97459,-0.50677,0.34177,-1.27301,0.41380,0.27713,-0.86598,0.0195,0.1368,0.0195,0.0195,0.2149,-0.0195,-0.0195,0.0977,0.0586,-0.0195,-0.0195,0.0195,-0.40737,-0.15423,-0.68670,0.57604,-0.14864,-0.97448,-0.50384,0.31998,-1.27329,0.42791,0.27556,-0.86607,0.330,-0.037,0.110,0.037,-0.256,-0.110,-0.037,-0.842,0.110,0.330,-0.403,-0.037,30.00,1.200
5.3150,sine,0.5,-0.9998,nan,-0.41515,-0.16114,-0.68647,0.57857,-0.15558,-0.97459,-0.50669,0.34191,-1.27306,0.41380,0.27739,-0.86598,0.0195,0.2540,0.0195,-0.0195,0.1758,-0.0195,0.0586,0.0977,-0.0195,-0.0195,0.0586,0.0586,-0.40737,-0.15215,-0.68670,0.57604,-0.14656,-0.97448,-0.50384,0.32206,-1.27329,0.42791,0.27764,-0.86607,0.330,-0.037,0.110,0.037,-0.256,-0.110,0.037,-0.769,0.110,0.330,-0.330,0.037,30.00,1.200
5.3200,sine,0.5,-0.9998,nan,-0.41508,-0.16055,-0.68647,0.57864,-0.15441,-0.97451,-0.50669,0.34199,-1.27306,0.41380,0.27743,-0.86598,0.0195,0.4103,0.0195,-0.0195,0.2149,-0.0195,0.0586,0.0977,0.0195,0.0195,-0.0195,-0.0586,-0.40737,-0.15002,-0.68670,0.57604,-0.14443,-0.97448,-0.50384,0.32418,-1.27329,0.42791,0.27977,-0.86607,0.330,-0.110,0.110,0.037,-0.183,-0.110,-0.037,-0.696,0.110,0.330,-0.330,-0.256,30.00,1.200
5.3250,sine,0.4,-0.9998,nan,-0.41515,-0.15953,-0.68653,0.57853,-0.15313,-0.97459,-0.50662,0.34213,-1.27306,0.41387,0.27768,-0.86598,-0.0586,0.1368,0.0195,0.0195,0.0977,-0.0586,-0.0977,0.0195,0.0195,0.0586,-0.0195,0.0195,-0.40737,-0.14784,-0.68670,0.57604,-0.14225,-0.97448,-0.50384,0.32637,-1.27329,0.42791,0.28195,-0.86607,0.330,-0.037,0.037,0.037,-0.183,-0.110,-0.037,-0.623,0.110,0.330,-0.256,-0.110,30.00,1.200
5.3300,sine,0.4,-0.9998,nan,-0.41515,-0.15715,-0.68647,0.57857,-0.15178,-0.97459,-0.50669,0.34232,-1.27309,0.41387,0.27801,-0.86595,0.0195,0.2930,0.0195,0.0195,0.2149,-0.0586,-0.0195,0.0586,-0.0195,-0.0195,-0.0195,0.0195,-0.40737,-0.14561,-0.68670,0.57604,-0.14002,-0.97448,-0.50384,0.32860,-1.27329,0.42791,0.28418,-0.86607,0.403,-0.037,0.110,0.037,-0.256,-0.183,-0.037,-0.549,0.110,0.330,-0.183,-0.110,30.00,1.200
5.3350,sine,0.4,-0.9998,nan,-0.41508,-0.15646,-0.68647,0.57864,-0.15072,-0.97459,-0.50669,0.34254,-1.27306,0.41387,0.27801,-0.86601,-0.0586,0.5275,0.0195,0.0195,0.2540,0.0586,-0.0195,0.0195,0.0586,-0.0195,0.0586,-0.0195,-0.40737,-0.14333,-0.68670,0.57604,-0.13774,-0.97448,-0.50384,0.33088,-1.27329,0.42791,0.28646,-0.86607,0.403,-0.110,0.110,0.037,-0.256,-0.110,-0.037,-0.476,0.037,0.330,-0.183,0.037,30.00,1.200
5.3400,sine,0.4,-0.9998,nan,-0.41515,-0.15558,-0.68656,0.57864,-0.14977,-0.97459,-0.50677,0.34261,-1.27309,0.41398,0.27845,-0.86601,0.0195,0.2930,0.0586,0.0195,0.1758,-0.0195,-0.0977,0.1758,0.0586,0.0195,0.0586,-0.0195,-0.40737,-0.14101,-0.68670,0.57604,-0.13541,-0.97448,-0.50384,0.33320,-1.27329,0.42791,0.28878,-0.86607,0.330,-0.110,0.110,0.037,-0.183,-0.110,-0.037,-0.476,0.110,0.330,-0.110,0.037,30.00,1.200
5.3450,sine,0.4,-0.9998,nan,-0.41508,-0.15342,-0.68647,0.57864,-0.14801,-0.97451,-0.50662,0.34283,-1.27306,0.41402,0.27900,-0.86607,0.0195,0.3712,0.0195,0.0195,0.2540,-0.0195,0.0586,0.0195,-0.0977,-0.0195,0.1758,-0.0586,-0.40737,-0.13863,-0.68670,0.57604,-0.13304,-0.97448,-0.50384,0.33557,-1.27329,0.42791,0.29116,-0.86607,0.330,-0.037,0.110,0.037,-0.183,-0.110,0.037,-0.403,0.110,0.330,-0.037,-0.037,30.00,1.200
5.3500,sine,0.4,-0.9998,nan,-0.41526,-0.15174,-0.68647,0.57864,-0.14684,-0.97459,-0.50669,0.34297,-1.27306,0.41417,0.27933,-0.86598,-0.0586,0.2930,0.0195,0.0195,0.2540,-0.0195,-0.0977,0.0195,0.0586,-0.0586,0.0586,-0.0586,-0.40737,-0.13622,-0.68670,0.57604,-0.13063,-0.97448,-0.50384,0.33799,-1.27329,0.42791,0.29357,-0.86607,0.330,-0.037,0.110,0.037,-0.183,-0.110,-0.037,-0.330,0.110,0.330,-0.037,-0.110,30.00,1.200
5.3550,sine,0.3,-0.9998,nan,-0.41515,-0.15065,-0.68647,0.57864,-0.14564,-0.97459,-0.50669,0.34319,-1.27315,0.41435,0.27977,-0.86598,0.0195,0.4103,0.0195,-0.0977,0.2540,-0.0195,-0.0977,0.0586,0.0195,0.0586,0.0586,-0.0586,-0.40737,-0.13377,-0.68670,0.57604,-0.12818,-0.97448,-0.50384,0.34044,-1.27329,0.42791,0.29602,-0.86607,0.403,-0.110,0.110,0.037,-0.183,-0.037,-0.037,-0.256,0.110,0.256,0.037,-0.110,30.00,1.200
5.3600,sine,0.3,-0.9998,nan,-0.41526,-0.14721,-0.68638,0.57864,-0.14326,-0.97451,-0.50662,0.34352,-1.27315,0.41461,0.28039,-0.86598,0.0195,0.2930,0.0195,0.1368,0.2540,-0.0586,0.1368,-0.0586,0.0195,-0.0195,0.0977,-0.0195,-0.40737,-0.13128,-0.68670,0.57604,-0.12568,-0.97448,-0.50384,0.34293,-1.27329,0.42791,0.29851,-0.86607,0.330,-0.110,0.037,0.037,-0.183,-0.037,-0.037,-0.183,0.110,0.256,0.110,-0.110,30.00,1.200
5.3650,sine,0.3,-0.9998,nan,-0.41515,-0.14527,-0.68647,0.57864,-0.14118,-0.97459,-0.50662,0.34374,-1.27309,0.41497,0.28097,-0.86598,0.0195,0.3712,0.0195,-0.0977,0.3321,-0.0977,-0.0195,0.0977,-0.0195,0.0586,0.1758,0.0977,-0.40737,-0.12875,-0.68670,0.57604,-0.12315,-0.97448,-0.50384,0.34546,-1.27329,0.42791,0.30104,-0.86607,0.403,-0.110,0.110,0.037,-0.183,-0.110,-0.037,-0.110,0.110,0.256,0.110,-0.110,30.00,1.200
5.3700,sine,0.3,-0.9998,nan,-0.41515,-0.14271,-0.68656,0.57864,-0.13957,-0.97459,-0.50659,0.34403,-1.27306,0.41541,0.28196,-0.86598,0.0195,0.4103,0.0195,0.0195,0.2540,-0.0977,-0.0586,0.0586,-0.0586,0.0977,0.2540,-0.0586,-0.40737,-0.12618,-0.68670,0.57604,-0.12059,-0.97448,-0.50384,0.34803,-1.27329,0.42791,0.30361,-0.86607,0.330,-0.183,0.183,0.037,-0.183,-0.183,0.037,-0.037,0.110,0.183,0.110,-0.037,30.00,1.200
5.3750,sine,0.2,-0.9998,nan,-0.41515,-0.14136,-0.68647,0.57864,-0.13814,-0.97451,-0.50662,0.34422,-1.27306,0.41567,0.28222,-0.86601,-0.0977,0.4884,0.0586,0.0195,0.3321,0.0586,-0.0977,0.0977,-0.0586,0.0586,0.2540,-0.0977,-0.40737,-0.12359,-0.68670,0.57604,-0.11799,-0.97448,-0.50384,0.35062,-1.27329,0.42791,0.30620,-0.86607,0.330,-0.037,0.110,0.037,-0.183,-0.110,0.037,-0.037,0.110,0.183,0.110,-0.183,30.00,1.200
5.3800,sine,0.2,-0.9998,nan,-0.41523,-0.14030,-0.68647,0.57875,-0.13613,-0.97459,-0.50655,0.34451,-1.27306,0.41610,0.28342,-0.86598,0.0195,0.6056,0.0195,0.0977,0.3712,-0.0195,-0.0586,0.0977,-0.0586,0.0977,0.2540,-0.0977,-0.40737,-0.12096,-0.68670,0.57604,-0.11537,-0.97448,-0.50384,0.35325,-1.27329,0.42791,0.30883,-0.86607,0.330,-0.037,0.037,0.037,-0.183,-0.110,-0.037,0.037,0.110,0.183,0.183,-0.256,30.00,1.200
5.3850,sine,0.2,-0.9998,nan,-0.41515,-0.13580,-0.68656,0.57875,-0.13368,-0.97457,-0.50659,0.34473,-1.27306,0.41662,0.28525,-0.86607,0.0195,0.2930,-0.0195,-0.0195,0.3712,-0.0195,-0.0195,0.0977,0.1368,-0.0195,0.2540,0.0586,-0.40737,-0.11830,-0.68670,0.57604,-0.11271,-0.97448,-0.50384,0.35590,-1.27329,0.42791,0.31149,-0.86607,0.330,-0.110,0.110,0.037,-0.183,-0.110,-0.037,0.110,0.110,0.110,0.110,-0.110,30.00,1.200
5.3900,sine,0.2,-0.9998,nan,-0.41515,-0.13493,-0.68647,0.57875,-0.13251,-0.97451,-0.50662,0.34506,-1.27306,0.41720,0.28525,-0.86598,0.0195,0.4103,0.0195,0.0195,0.3712,-0.0195,0.0195,0.0977,0.0586,0.1368,0.2540,-0.0195,-0.40737,-0.11562,-0.68670,0.57604,-0.11003,-0.97448,-0.50384,0.35859,-1.27329,0.42791,0.31417,-0.86607,0.330,-0.110,0.110,0.037,-0.183,-0.110,-0.037,0.110,0.110,0.110,0.110,-0.037,30.00,1.200
5.3950,sine,0.2,-0.9998,nan,-0.41515,-0.13153,-0.68647,0.57875,-0.13014,-0.97459,-0.50655,0.34557,-1.27306,0.41749,0.28774,-0.86595,0.0195,0.6056,0.0195,-0.0195,0.5665,0.0586,-0.0195,0.1758,0.0195,0.0195,0.3321,-0.0195,-0.40737,-0.11292,-0.68670,0.57604,-0.10732,-0.97448,-0.50384,0.36129,-1.27329,0.42791,0.31687,-0.86607,0.330,-0.183,0.110,0.037,-0.183,-0.110,0.037,0.256,0.037,0.110,0.037,-0.110,30.00,1.200
5.4000,sine,0.2,-0.9998,nan,-0.41515,-0.12897,-0.68647,0.57875,-0.12743,-0.97448,-0.50647,0.34634,-1.27306,0.41844,0.29007,-0.86598,0.0195,0.4103,0.0195,0.0977,0.3321,0.0586,0.0195,0.2540,0.0195,0.1758,0.4103,-0.0195,-0.40737,-0.11019,-0.68670,0.57604,-0.10459,-0.97448,-0.50384,0.36402,-1.27329,0.42791,0.31960,-0.86607,0.330,-0.183,0.110,0.037,-0.183,-0.110,-0.037,0.256,0.037,0.110,0.037,-0.110,30.00,1.200
5.4050,sine,0.1,-0.9998,nan,-0.41508,-0.12769,-0.68647,0.57882,-0.12506,-0.97459,-0.50647,0.34696,-1.27306,0.41907,0.29256,-0.86601,0.0195,0.4103,0.0195,-0.0586,0.5275,0.0195,-0.0195,0.2540,0.0195,0.0586,0.4103,-0.0195,-0.40737,-0.10744,-0.68670,0.57604,-0.10185,-0.97448,-0.50384,0.36677,-1.27329,0.42791,0.32235,-0.86607,0.403,-0.110,0.110,-0.037,-0.183,-0.110,-0.037,0.256,0.110,-0.037,0.037,-0.037,30.00,1.200
5.4100,sine,0.1,-0.9998,nan,-0.41515,-0.12418,-0.68647,0.57875,-0.12253,-0.97451,-0.50647,0.34758,-1.27315,0.41972,0.29435,-0.86607,-0.0586,0.4884,0.0195,0.0586,0.5665,-0.0977,-0.0195,0.2149,0.0977,0.1368,0.3712,-0.1368,-0.40737,-0.10467,-0.68670,0.57604,-0.09908,-0.97448,-0.50384,0.36954,-1.27329,0.42791,0.32512,-0.86607,0.330,-0.183,0.110,0.037,-0.256,-0.183,-0.037,0.256,0.110,-0.037,0.037,-0.256,30.00,1.200
5.4150,sine,0.1,-0.9998,nan,-0.41515,-0.12191,-0.68647,0.57886,-0.11965,-0.97457,-0.50647,0.34926,-1.27306,0.42049,0.29669,-0.86598,-0.0586,0.6056,0.0195,-0.0195,0.3712,-0.0195,-0.0195,0.3321,-0.0195,0.1758,0.3712,-0.0977,-0.40737,-0.10189,-0.68670,0.57604,-0.09630,-0.97448,-0.50384,0.37232,-1.27329,0.42791,0.32790,-0.86607,0.330,-0.183,0.110,0.037,-0.183,-0.110,-0.037,0.256,0.110,-0.037,0.037,0.037,30.00,1.200
5.4200,sine,0.1,-0.9998,nan,-0.41515,-0.11942,-0.68647,0.57875,-0.11705,-0.97448,-0.50647,0.35025,-1.27309,0.42089,0.30027,-0.86607,0.0195,0.4884,0.0195,-0.0195,0.4493,-0.0195,-0.0195,0.3321,-0.0195,0.0586,0.3712,-0.0195,-0.40737,-0.09910,-0.68670,0.57604,-0.09350,-0.97448,-0.50384,0.37511,-1.27329,0.42791,0.33069,-0.86607,0.330,-0.110,0.110,0.037,-0.256,-0.110,-0.037,0.330,0.110,-0.037,0.037,-0.110,30.00,1.200
5.4250,sine,0.1,-0.9998,nan,-0.41526,-0.11603,-0.68647,0.57882,-0.11420,-0.97459,-0.50647,0.35186,-1.27309,0.42159,0.30236,-0.86607,0.0195,0.5275,0.0195,-0.0195,0.4884,-0.0977,-0.1368,0.2930,0.0977,0.1758,0.4103,-0.0977,-0.40737,-0.09629,-0.68670,0.57604,-0.09070,-0.97448,-0.50384,0.37792,-1.27329,0.42791,0.33350,-0.86607,0.403,-0.110,0.037,0.037,-0.256,-0.110,0.037,0.183,0.110,-0.037,0.110,-0.037,30.00,1.200
5.4300,sine,0.1,-0.9998,nan,-0.41515,-0.11402,-0.68647,0.57875,-0.11157,-0.97451,-0.50647,0.35401,-1.27306,0.42206,0.30236,-0.86607,0.0195,0.4103,0.0195,0.1368,0.4493,-0.0195,-0.0195,0.2930,0.0586,0.0586,0.4103,-0.0977,-0.40737,-0.09348,-0.68670,0.57604,-0.08788,-0.97448,-0.50384,0.38073,-1.27329,0.42791,0.33631,-0.86607,0.330,-0.110,0.110,0.037,-0.256,-0.110,-0.037,0.256,0.110,0.037,0.110,-0.110,30.00,1.200
5.4350,sine,1.0,-0.9998,nan,-0.41515,-0.11182,-0.68647,0.57879,-0.10934,-0.97459,-0.50644,0.35493,-1.27309,0.42236,0.30510,-0.86607,-0.0586,0.5275,0.0195,0.0195,0.5665,-0.0195,0.1368,0.2930,-0.0195,0.0977,0.4103,0.0195,-0.40737,-0.09066,-0.68670,0.57604,-0.08506,-0.97448,-0.50384,0.38355,-1.27329,0.42791,0.33913,-0.86607,0.330,-0.110,0.037,0.037,-0.256,-0.037,-0.037,0.256,0.110,-0.037,0.183,-0.256,30.00,1.200
5.4400,sine,1.0,-0.9998,nan,-0.41515,-0.10926,-0.68647,0.57875,-0.10707,-0.97451,-0.50644,0.35668,-1.27306,0.42247,0.30744,-0.86601,0.0195,0.5275,0.0195,-0.0586,0.5275,-0.0586,-0.0195,0.4103,-0.0195,-0.0195,0.2930,-0.0977,-0.40737,-0.08783,-0.68670,0.57604,-0.08224,-0.97448,-0.50384,0.38638,-1.27329,0.42791,0.34196,-0.86607,0.330,-0.110,0.183,0.037,-0.256,-0.110,-0.037,0.330,0.110,-0.037,0.183,-0.037,30.00,1.200
5.4450,sine,1.0,-0.9998,nan,-0.41515,-0.10670,-0.68647,0.57882,-0.10393,-0.97448,-0.50647,0.35858,-1.27306,0.42247,0.30960,-0.86598,0.0195,0.5275,0.0195,0.0586,0.4884,-0.0586,-0.0195,0.4884,0.0195,-0.0586,0.4103,-0.0586,-0.40737,-0.08500,-0.68670,0.57604,-0.07941,-0.97448,-0.50384,0.38920,-1.27329,0.42791,0.34479,-0.86607,0.330,-0.110,0.037,0.037,-0.256,-0.110,-0.037,0.330,0.037,-0.037,0.256,-0.256,30.00,1.200
5.4500,sine,0.9,-0.9998,nan,-0.41515,-0.10466,-0.68647,0.57886,-0.10115,-0.97451,-0.50659,0.36027,-1.27318,0.42247,0.31037,-0.86598,-0.0586,0.5275,0.0195,0.0195,0.5275,0.0586,-0.0195,0.3712,0.0977,-0.0195,0.4103,-0.0195,-0.40737,-0.08218,-0.68670,0.57604,-0.07658,-0.97448,-0.50384,0.39203,-1.27329,0.42791,0.34761,-0.86607,0.330,-0.183,0.110,0.037,-0.256,-0.110,-0.037,0.256,0.110,0.110,0.183,-0.037,30.00,1.200
5.4550,sine,0.9,-0.9998,nan,-0.41515,-0.10148,-0.68638,0.57879,-0.09885,-0.97451,-0.50644,0.36103,-1.27318,0.42247,0.31307,-0.86598,0.0195,0.5275,0.0195,0.0195,0.5275,-0.0977,0.0977,0.2540,0.0195,-0.0586,0.4103,-0.0195,-0.40737,-0.07935,-0.68670,0.57604,-0.07376,-0.97448,-0.50384,0.39486,-1.27329,0.42791,0.35044,-0.86607,0.330,-0.037,0.110,0.037,-0.256,-0.110,-0.037,0.549,0.110,-0.037,0.183,0.037,30.00,1.200
5.4600,sine,0.9,-0.9998,nan,-0.41508,-0.09928,-0.68638,0.57882,-0.09559,-0.97451,-0.50644,0.36173,-1.27318,0.42247,0.31534,-0.86607,0.0195,0.6056,0.0195,0.0586,0.4493,0.0977,0.0195,0.1758,0.0195,0.0586,0.2540,-0.0195,-0.40737,-0.07653,-0.68670,0.57604,-0.07094,-0.97448,-0.50384,0.39768,-1.27329,0.42791,0.35326,-0.86607,0.330,-0.037,0.110,0.037,-0.256,-0.110,-0.037,0.769,0.110,0.110,0.330,-0.037,30.00,1.200
5.4650,sine,0.9,-0.9998,nan,-0.41508,-0.09585,-0.68647,0.57886,-0.09267,-0.97451,-0.50633,0.36268,-1.27318,0.42254,0.31760,-0.86607,0.0977,0.4884,0.0977,0.0586,0.5275,-0.0195,-0.1758,0.2540,0.0586,0.0586,0.3712,0.0586,-0.40737,-0.07372,-0.68670,0.57604,-0.06813,-0.97448,-0.50384,0.40049,-1.27329,0.42791,0.35607,-0.86607,0.330,-0.110,0.037,-0.037,-0.330,-0.110,-0.037,0.769,0.110,0.037,0.330,-0.110,30.00,1.200
5.4700,sine,0.9,-0.9998,nan,-0.41472,-0.09314,-0.68647,0.57875,-0.09164,-0.97448,-0.50626,0.36385,-1.27315,0.42265,0.31841,-0.86598,0.2149,0.4493,-0.0586,-0.0977,0.4103,-0.0195,-0.0195,0.2930,0.0586,0.0977,0.4103,-0.0977,-0.40737,-0.07092,-0.68670,0.57604,-0.06532,-0.97448,-0.50384,0.40329,-1.27329,0.42791,0.35887,-0.86607,0.256,-0.110,0.110,0.037,-0.256,-0.110,-0.037,0.769,0.110,0.037,0.403,-0.256,30.00,1.200
5.4750,sine,0.9,-0.9998,nan,-0.41413,-0.09036,-0.68638,0.57864,-0.08843,-0.97451,-0.50622,0.36480,-1.27315,0.42323,0.32210,-0.86607,0.0977,0.6056,-0.0195,-0.0195,0.4103,0.0195,0.0195,0.2540,0.0195,0.2149,0.4493,-0.0195,-0.40737,-0.06812,-0.68670,0.57604,-0.06253,-0.97448,-0.50384,0.40608,-1.27329,0.42791,0.36167,-0.86607,0.183,-0.110,0.110,0.037,-0.110,-0.110,-0.037,0.769,0.110,-0.110,0.330,0.037,30.00,1.200
